Name	Mean(log(colon_black))	Mean(log(colon_white))	logFC	M-W U test pval	Adj pval
WFDC3	5.30542983470199	6.23598494675993	-0.9305551120579398	0.0024048306756582205	0.18248656777119798
FAM27E2	1.7384458144868096	2.63773847800619	-0.8992926635193803	9.036804471840298E-5	0.02571535672518055
FAM27B	2.2501968263131835	3.1441186495009887	-0.8939218231878052	0.01838757423530457	0.4470954632488209
AMH	3.181893263271623	4.058704364275285	-0.8768111010036623	0.00367088612493216	0.21705901982878084
NPIPA2	4.615711878185708	5.488944822767725	-0.8732329445820168	0.0015370798252073437	0.14969677955441787
HBB	10.499512393504965	11.369520948876792	-0.8700085553718271	0.015042914699800458	0.41259271462765956
KRT7	4.316521729745414	5.1835208571310964	-0.8669991273856823	1.1154869525509259E-4	0.029021783399796375
PRSS21	3.249344116594493	4.116339636120159	-0.8669955195256662	0.04907467384293129	0.6325180184200033
APOC3	1.6767841106657932	2.527955983936612	-0.8511718732708189	0.003349220100040795	0.21705901982878084
FAM27A	5.418553763804992	6.245000882840434	-0.8264471190354419	1.3449143246069273E-4	0.031845856881040566
PPBP	0.897306479916606	1.7203970477767485	-0.8230905678601426	0.06812821798036761	0.6832465681654489
CHST13	3.2115463355189986	4.0271735054520175	-0.8156271699330189	0.023140776271800223	0.5016573376376147
C6orf52	3.8892289131562174	4.693573686332915	-0.8043447731766973	0.003472741538678048	0.21705901982878084
HBA1	9.103414731207296	9.901128305761768	-0.7977135745544714	0.01754690242404	0.44138699854505037
PRODH	6.047063762526305	6.828566564334433	-0.781502801808128	0.009920346418731296	0.3417411578516654
STON1-GTF2A1L	3.4166427739387855	4.195772604883972	-0.7791298309451866	0.02653670248545348	0.5294021282830021
LUZP6	3.3146185270274495	4.079854105526822	-0.7652355784993725	0.20663285372899398	0.8421108055222796
XPNPEP2	6.699346818384465	7.464307468855999	-0.7649606504715338	0.046065389840672544	0.6214926350655313
SFTPA1	1.6251235922166585	2.389642174701245	-0.7645185824845864	0.0036607397747852044	0.21705901982878084
PTPN20B	2.3604337159025928	3.123860341222187	-0.7634266253195943	0.0030022780571918872	0.20536233854455926
CXCR5	3.1721953187136167	3.93113817185354	-0.7589428531399234	0.08062545337403004	0.7066173035841362
IBSP	0.0404859648390824	0.7796729025037197	-0.7391869376646373	0.015078918610092806	0.4127051735969811
MRC1	4.3289221658788595	5.061568707921566	-0.7326465420427066	0.03478428909076425	0.5633087849147486
APOA2	1.441197339296252	2.168533363823005	-0.727336024526753	0.029959415063811723	0.5365003610050532
S100A3	4.25852307821374	4.982402107451058	-0.7238790292373185	0.0025321328025827983	0.18822531673729764
ZNF749	5.961706594788884	6.6820489020301	-0.7203423072412161	2.0073329181080624E-6	0.001589458569764523
CDH16	1.6973469382073962	2.4167286530193315	-0.7193817148119352	0.058991789449947096	0.6664754773340177
GSC	0.6164050599475583	1.3348198880867663	-0.718414828139208	2.761751879110097E-5	0.011177116716078463
HP	3.662861675993962	4.377625674763174	-0.7147639987692123	0.010429026719721346	0.3510784373744273
AL627309.1	5.716335246548865	6.427051589976449	-0.7107163434275838	2.6219134750249395E-4	0.04922710124448886
MAG	1.0086054086047973	1.718653763241652	-0.7100483546368548	0.0015601324507877878	0.151133681881634
GABRB3	3.9145384410750905	4.6213011057510505	-0.7067626646759599	0.009083127161510718	0.3384390015673804
APOA1	3.0896349428647647	3.794654569020275	-0.7050196261555102	0.002598068785138241	0.19079043836668408
GTF2A1L	3.592832735257478	4.293464352846462	-0.7006316175889844	0.008788602273259172	0.33811710799425687
LRRC37A2	7.195124855104444	7.895139577415756	-0.7000147223113116	7.2816942475739665E-9	1.6576776954602135E-5
CDRT4	5.709975062756405	6.407749475740359	-0.6977744129839536	0.006847146392128023	0.3013266937070241
FTCD	2.763675882552365	3.457593985018171	-0.6939181024658061	0.009553465390834348	0.34059610080388797
CYTL1	5.239245325494554	5.926882733962889	-0.6876374084683343	6.702775700684338E-4	0.09536793051629935
CBLN1	3.4147345430742075	4.101334367277462	-0.6865998242032547	0.00175116761651406	0.16107204359572758
LGALS12	2.660349311314705	3.345608536676832	-0.6852592253621266	0.010745256448534413	0.3525992980913671
COMP	2.4088264208077996	3.0897920513122408	-0.6809656305044411	0.05648041696018069	0.6588173463383
RGPD2	4.418373340727646	5.094927239081573	-0.6765538983539274	0.0016852217474552234	0.1582023632198687
THBS4	7.901222908665415	8.576250099981	-0.6750271913155848	0.04750150894251959	0.6273368244098382
CTD-2207O23.12	2.2126902537819952	2.8837330768081477	-0.6710428230261525	0.2870908713764373	0.876088966070321
SIRPB1	3.9529317828403125	4.620994221634247	-0.668062438793934	0.006811530929498266	0.3013266937070241
LY6K	2.5890066628261437	3.255960991994386	-0.6669543291682425	3.7831121168419024E-4	0.061516105242789935
GAL	6.962928683972047	7.620145006134054	-0.6572163221620073	0.03884550336670256	0.5837081743518044
ORM1	2.3201085630529716	2.95616944188877	-0.6360608788357984	0.06799741057878528	0.6832465681654489
VCAN	7.412191120292104	8.046579162046804	-0.6343880417546996	0.002087389536269524	0.1725165910121425
AL117190.2	0.6980680628896083	1.327537626622971	-0.6294695637333627	0.2343397778818963	0.8557842459966103
FAM27E3	4.337798798513169	4.957273040385223	-0.6194742418720542	1.316868509978475E-4	0.031845856881040566
PRG4	2.4196001590146627	3.038379679769226	-0.6187795207545634	0.0183019493326132	0.44620495481332206
SPINK6	1.3066275851111628	1.9174161630100461	-0.6107885778988833	0.07636343769780796	0.6964100787944308
ANGPTL4	7.051674200753469	7.661674389808284	-0.6100001890548148	0.015815108293922853	0.4192500032735415
SLC25A41	2.973819752404704	3.5821564563451074	-0.6083367039404033	0.0014830276517956431	0.14758961527050413
PIWIL1	0.6117588320409515	1.2163358024918243	-0.6045769704508728	0.028234462957145268	0.5330770519130035
FAM203B	1.9933446538964648	2.5956431855918107	-0.602298531695346	0.40665606468027515	0.9213399408261937
LRRC37A	4.46051373744617	5.061125155428749	-0.600611417982579	3.7239329919724895E-6	0.002422152416064392
S100A8	8.150486793888785	8.750921636796877	-0.6004348429080917	0.025152396236769015	0.5211324690148319
TMEM100	7.50194508193461	8.100171740653382	-0.5982266587187715	0.00322971241651282	0.21371158219147016
PCSK1	3.7455028656627154	4.343708938270684	-0.5982060726079683	0.05471039860917892	0.6542852097054699
CD36	9.043172034225204	9.64010225435218	-0.5969302201269766	0.007046038974730773	0.3062588587298254
SLC28A2	4.272397722459501	4.8668954408803895	-0.5944977184208886	0.2631000543955092	0.8658084602885762
SFTPC	2.6073705647047967	3.201784273669064	-0.5944137089642672	0.10143611498113247	0.7459282215306818
HOXC4	0.8577165089502126	1.4517612181266804	-0.5940447091764678	0.07679563500903785	0.6974782910057775
CLIC6	5.423128386061189	6.01654495573401	-0.5934165696728204	0.01037713449908828	0.3510784373744273
AL356356.1	2.2100097338777522	2.800908721793751	-0.5908989879159989	0.16185273338358508	0.8151276459959955
ANKRD65	6.8395053975916005	7.430306473575372	-0.5908010759837712	0.0013432855265410604	0.13666992184003235
FMO2	4.9041453830237645	5.494099130878649	-0.5899537478548842	0.029828604618951537	0.5365003610050532
CACNG4	2.055459474217829	2.6420937171015066	-0.5866342428836777	0.10270736608679099	0.7470074086152706
RP11-481A20.11	1.0482758705529587	1.6338860323039812	-0.5856101617510225	0.014511871345235128	0.4057051524695639
FXYD4	0.903384089983046	1.4874791603763502	-0.5840950703933042	0.10125553500844642	0.7459282215306818
C7orf13	5.192623676187414	5.77216040858281	-0.5795367323953959	0.002758067836713951	0.1946896567528468
C12orf54	1.8125824766866152	2.3914162903065366	-0.5788338136199214	0.0035606698766983413	0.21705901982878084
ULBP2	1.6347228192268826	2.2107636120331637	-0.5760407928062812	0.0059107118610848275	0.2775529062091988
ANKRD20A4	1.9048369478150455	2.480628835670185	-0.5757918878551394	0.003349220100040795	0.21705901982878084
CES1	9.522199386245326	10.094794200956464	-0.5725948147111382	0.058759716694833375	0.6650913365110662
PLGLB1	5.016317409665572	5.588757432902135	-0.5724400232365632	1.3639231477713398E-4	0.031845856881040566
DHRS4-AS1	6.483636618470695	7.055276495033458	-0.571639876562763	1.9234064910644832E-4	0.04054095990667432
ATP6V1G2-DDX39B	6.424809184660302	6.993872336381712	-0.5690631517214104	0.10179804428245776	0.7460547213167488
PAPPA	3.836040054607769	4.404846692685899	-0.5688066380781298	0.002758067836713951	0.1946896567528468
ZNF788	2.3033394916167955	2.8711768608910373	-0.5678373692742418	0.0574968284038454	0.6602347029576496
COLEC12	7.23779925403421	7.805407222701517	-0.567607968667307	0.010638911877536739	0.3525992980913671
BIRC7	1.8390296286420675	2.402512990194555	-0.5634833615524875	0.016233338702181577	0.4253835459627783
PDPN	7.175858358692995	7.738975237935584	-0.5631168792425889	0.04259004010285894	0.6083527924339349
FBLL1	3.056315315616471	3.618228777284171	-0.5619134616677002	0.017920942588275146	0.44415537706369007
CFHR3	1.4305730345757532	1.992317919345362	-0.5617448847696087	0.00957754234983521	0.34059610080388797
AL162389.1	0.44036362141492985	0.9993681287527835	-0.5590045073378536	0.0031316396709054617	0.2096816973769495
RP11-10A14.4	1.7660881622601121	2.320372299909224	-0.5542841376491119	0.06367140194374399	0.6810841028796698
AC020907.1	0.8056936429496513	1.3596820644691354	-0.5539884215194841	0.002377349030036391	0.182200293525056
RNF212	5.466877775046606	6.0175276577866095	-0.5506498827400037	0.008141253988325325	0.3269397244900085
AK4	8.01072833896885	8.555822617732117	-0.5450942787632673	0.001154550992591763	0.12515882545881657
SFTPB	1.8016913493150002	2.3368758345025276	-0.5351844851875274	0.06657211549646713	0.6810841028796698
AC092964.2	0.18169460581002664	0.7165466622039358	-0.5348520563939092	0.20200110271698557	0.8416274213189846
CLEC18C	1.2414051606784076	1.775591913788132	-0.5341867531097244	0.002270273613394047	0.17745160106065402
GLDN	5.012927024911973	5.546126539655056	-0.5331995147430826	0.020036093712591185	0.46937913518010804
BEGAIN	4.4107126870481865	4.941263536738812	-0.5305508496906253	0.005590440999088453	0.26934685575502354
MYOT	6.541702145986468	7.069553503818787	-0.5278513578323185	0.034119530707066525	0.5598062101235095
ITGBL1	4.0632938270482395	4.590972172129973	-0.5276783450817337	0.06825923222545238	0.6832465681654489
RAB3C	4.0978283863457055	4.625160623659344	-0.5273322373136384	0.03353778007110142	0.5552636824135445
AL049840.1	4.318845265195829	4.845145804089192	-0.5263005388933628	0.0033398861938710445	0.21705901982878084
ZBTB16	6.651417252997629	7.174123488550192	-0.5227062355525627	0.15023231982088048	0.803196091370284
AL358333.1	6.933194205717524	7.455792593373508	-0.5225983876559841	0.26236180346759874	0.8658084602885762
CYP1B1	5.288724797337448	5.811289613018654	-0.5225648156812062	0.032822541597866794	0.5509346797975577
WNT5A	5.4455849173052755	5.9674401490674445	-0.521855231762169	0.00730667106177052	0.3131037491222699
CST1	0.5270528212886005	1.048835597996857	-0.5217827767082566	0.31836184257823164	0.8952443779438496
ADARB2	3.7669757026248956	4.280854017180192	-0.5138783145552965	0.07694014312709241	0.6974782910057775
CRTAC1	5.0958601242175225	5.609564159687109	-0.5137040354695861	0.05362780977042536	0.6532887244342652
EDA2R	4.282759334290317	4.795908463542743	-0.513149129252426	0.0032387654669913113	0.21371158219147016
TDRD9	2.9499783050440596	3.4627205403013717	-0.5127422352573121	0.009433888331905949	0.34059610080388797
ADAL	6.237800873132779	6.749965440309603	-0.512164567176824	1.2365089429033915E-6	0.0013694417339532138
LRRC37A3	5.798755574012323	6.310306174969231	-0.511550600956908	3.483273764049999E-4	0.05873831647303572
INHBB	4.358502102226755	4.869895579309485	-0.5113934770827306	0.04085174105572442	0.5966254275115102
USP6	1.8644316555391172	2.3715536949454816	-0.5071220394063645	0.0034438741782629734	0.21705901982878084
SLC11A1	5.407049698492898	5.912683596273651	-0.5056338977807533	0.0674762448366949	0.683089144505774
ADCYAP1	4.106610934527421	4.611225094945946	-0.5046141604185257	0.09630245641917534	0.7384675100235879
OTOF	1.904846418145486	2.4067620968270087	-0.5019156786815226	0.003434300371369159	0.21705901982878084
AC037459.4	4.348536349477476	4.85029950482188	-0.5017631553444044	0.29500655899535855	0.8786033446318021
EDNRB	7.2177961652969715	7.718084802523938	-0.5002886372269666	0.0013677531703520929	0.13762166153841057
HLA-DRB5	8.902691936363869	9.402567175355268	-0.4998752389913985	0.1293508254217507	0.7762252023664922
ASPG	5.741173062996347	6.237495607964538	-0.4963225449681916	0.15773624357983762	0.8104596093487233
TNFAIP6	5.073456890960746	5.567647962403928	-0.49419107144318186	0.06256513090328197	0.6792685072204472
KIAA1324L	6.6987467881411	7.192525981495564	-0.49377919335446396	0.024927862415784485	0.517658187361764
SRPX2	6.035890733921876	6.528248651190059	-0.49235791726818245	0.08956501594543997	0.7223906423376231
FMOD	9.190734438628859	9.682978563107834	-0.4922441244789759	0.010960784781251509	0.35607357581906823
BANF2	0.0	0.4921488718172778	-0.4921488718172778	0.0818345882217264	0.7078113967125819
INMT-FAM188B	1.8730039001070256	2.364968616195941	-0.49196471608891557	0.08586619122151407	0.7134101617364116
LILRA6	5.275365285842111	5.766845973582794	-0.4914806877406832	0.0463496514833156	0.6214926350655313
FGB	1.449601178824676	1.9407081086416431	-0.491106929816967	0.08826418025990157	0.7195466655744527
NPPA	3.003748100815323	3.4947034730828177	-0.49095537226749464	0.04042668355758161	0.5937506136699002
SPATA18	5.535097487486786	6.02213074170059	-0.48703325421380317	0.004798544399828741	0.25252821165749606
TREM2	4.907554294427628	5.394362944906203	-0.4868086504785749	0.07479565574324865	0.6938853831003515
PRR16	5.5568408996772956	6.042155016266212	-0.4853141165889161	0.011861805729649122	0.36864710912691095
RP11-190A12.7	1.2595665201901294	1.74192169950559	-0.48235517931546057	0.034413626243996576	0.5620995167315387
RP11-872D17.8	2.706333680090932	3.1880489987869307	-0.4817153186959988	0.11876569219620026	0.7648566949177991
CTD-2132N18.3	0.2080748169735324	0.6894996574081769	-0.4814248404346445	0.11572623096005275	0.7648566949177991
PTCHD4	1.715057527921886	2.196111153285275	-0.4810536253633888	0.027801477096927374	0.5329689483044645
COL5A3	6.2541282650396175	6.734755662021097	-0.4806273969814798	0.009386432534222777	0.34059610080388797
ZFP57	1.1115380872936258	1.588182094286197	-0.47664400699257126	0.0645429636247924	0.6810841028796698
TIMP4	6.486841916961233	6.962627847768947	-0.4757859308077137	0.025435523784808955	0.5234064184362556
SOX2	4.25073078390125	4.726266616277826	-0.4755358323765764	0.21356482255908904	0.8453472176583634
NLGN4X	4.826107242744821	5.300390802659613	-0.47428355991479165	0.01382956003553426	0.39601249586029863
HOXC6	2.527849282727578	3.0019232944063723	-0.47407401167879426	0.07621981350545592	0.6964100787944308
SUMO4	1.5672304348244157	2.039346580142982	-0.4721161453185665	0.014651841673094745	0.40738830618381905
CHST1	4.420011714006758	4.891537460378543	-0.47152574637178457	0.0017982034912348288	0.16212317813053814
HSD11B1	5.563244508383014	6.034099178971589	-0.470854670588575	0.09561097430716214	0.7368883047321358
TBC1D3	5.898513221896585	6.368729332005389	-0.4702161101088036	0.0019069132534229594	0.16634578764129487
S100A12	4.242115031512327	4.711942347983505	-0.4698273164711777	0.2870908713764373	0.876088966070321
GUCA1B	3.561867794711084	4.028484142566757	-0.4666163478556733	0.016271837314300708	0.4257797430575352
KRT86	2.4933544786724764	2.959300842892874	-0.4659463642203976	0.03538444016923803	0.5672723806004957
HOXC9	1.8552854171138016	2.320589268659456	-0.46530385154565446	0.09804867537628392	0.7421706051341991
AP001816.1	7.4729246280400865	7.935412954650263	-0.4624883266101767	1.3727040133804103E-5	0.006578864603074745
HMSD	2.7507483491895215	3.213027989629964	-0.46227964044044256	0.06682941422391664	0.6810841028796698
GPAT2	5.91658045021363	6.377710131390677	-0.4611296811770478	0.010171855894894666	0.3469098119060331
CLVS1	1.6027409308730274	2.063056225859157	-0.4603152949861298	0.004582851175635172	0.24693161423274484
CHURC1-FNTB	2.2459304393744577	2.705649984952313	-0.4597195455778551	0.14682504136615582	0.7974881161230032
RP11-603J24.9	0.0	0.4593837500897204	-0.4593837500897204	0.49983598984881894	0.946554335772766
HABP2	0.4669066492412663	0.9262175273164748	-0.4593108780752085	0.05670498412065417	0.6588173463383
BEX2	7.523412957734153	7.982026033486215	-0.4586130757520621	0.022673129128360725	0.49689895028364084
WISP3	1.843419182213262	2.3019980018192685	-0.45857881960600655	0.1010752111835247	0.7459282215306818
ZIC1	1.532355760964742	1.9867307635213673	-0.45437500255662533	0.09893122167124968	0.7435969496808912
TMEM217	3.416131246600316	3.870034980403086	-0.4539037338027696	0.008204011316271353	0.3269397244900085
MDGA1	5.168588835253876	5.622337349810142	-0.4537485145562661	0.020740310745495427	0.4732391957588938
LBP	1.2909067398475804	1.7439029452479462	-0.4529962054003658	0.19060698996870085	0.8340544212662134
RP1-241P17.4	3.580655690540031	4.033613504738402	-0.452957814198371	0.005989363723930108	0.2775529062091988
SERPINA5	5.391658183249609	5.844345148772969	-0.45268696552335985	0.0553686572700226	0.6543633914352054
GSTA2	1.2514825755583314	1.7040628999368048	-0.4525803243784734	0.12674587296833772	0.7727806623700592
SERPINE1	6.4807495044723264	6.933007442423855	-0.45225793795152835	0.19474847916694749	0.8357133366724158
SPAG17	1.0164483620291358	1.4686428534357625	-0.4521944914066267	0.0599277021526643	0.6667094145414307
PRH2	0.5595435245274811	1.0105808152672122	-0.4510372907397311	0.07564751847103779	0.6944015153198287
C1orf95	6.060693020291576	6.509421040926505	-0.44872802063492934	0.06682941422391664	0.6810841028796698
DEFA3	1.3368853356256998	1.7824443792586164	-0.44555904363291665	0.19744549761591368	0.8381116010952521
FDCSP	4.088529906951032	4.533798805876444	-0.4452688989254119	0.43667379389438465	0.9310118396633731
IFRG15	5.1792816591493205	5.623047833251373	-0.4437661741020529	0.7095549489921078	0.9762245849338235
C1orf105	0.1231687373819561	0.5668811930150635	-0.44371245563310735	0.1777345190557873	0.827204957446022
ALAS2	1.8460127819010677	2.289520202656958	-0.4435074207558902	0.09734717626740197	0.7412662058692406
BX088651.1	1.4398611123663592	1.883367282663155	-0.44350617029679573	0.04206210030449975	0.6046053439191393
GOLGA6L9	0.0	0.44184681039598517	-0.44184681039598517	0.14538300125867032	0.7963053289993696
EPHB6	6.176109965048424	6.6176459081715295	-0.44153594312310585	0.016349075297256488	0.4265750133433168
BDNF	1.9522867644716815	2.393487225342161	-0.44120046087047937	0.0037633604856979197	0.22038045390845826
LPPR1	2.1189439770377296	2.5596633784859577	-0.4407194014482281	0.07423211228100057	0.6938853831003515
RBP2	3.617548417574432	4.058154308807216	-0.44060589123278415	0.31003273451890967	0.8910077577810294
CERS1	3.988178459554118	4.427677194391659	-0.4394987348375414	0.07133017512957462	0.685522506311247
SLC25A18	3.9175753745420954	4.357072012604918	-0.43949663806282224	0.0433924503839509	0.6130824719879858
PCDHB8	2.234106009815236	2.6735418668768633	-0.43943585706162747	0.06760622714953146	0.6832465681654489
AL021546.6	0.8485486643973649	1.2874184461716112	-0.4388697817742463	0.28552510005873166	0.876088966070321
TP53TG3D	2.03004010403626	2.468852447159471	-0.4388123431232107	0.06232146394010729	0.6788268548308816
APOC4-APOC2	0.9695352699470451	1.4082622074737134	-0.43872693752666836	0.10622184835027693	0.7515587809460931
DNAH2	1.831394275042792	2.2693853899705805	-0.4379911149277884	0.017301360706383884	0.4382369696587806
AC145676.2	1.3235587098364492	1.7615257772080064	-0.4379670673715572	0.011920240698586104	0.3698320674661842
LEKR1	2.864776018295622	3.3025476382217804	-0.43777161992615854	0.009198731922680281	0.3384390015673804
SPP1	7.840490385484244	8.278048015333324	-0.4375576298490804	0.2103934013488996	0.8437626061984049
AL445665.1	1.6381456712145765	2.0755965452384757	-0.43745087402389915	0.029633309777886918	0.5364630593189628
CTB-50L17.14	1.9368324985756125	2.3733981191784714	-0.436565620602859	0.03622405922482408	0.5691801955453956
DPY19L2	5.089274721312082	5.524843323132979	-0.43556860182089707	0.023777320229829924	0.5094500659125442
S100A9	9.72414691821926	10.157020484415808	-0.43287356619654815	0.13925921734645985	0.7888612336901172
FBXO27	5.095596875013583	5.526817396671504	-0.431220521657921	0.03803461894644211	0.580650159200246
PSMG4	8.643902583097004	9.074862593320258	-0.43096001022325403	5.50735512749867E-9	1.4328564511715111E-5
PRND	1.8824251253944662	2.3123162017574725	-0.4298910763630064	0.4526701389975726	0.9352054978042039
OLR1	2.30075086570489	2.7301683438630273	-0.42941747815813747	0.07507873513658181	0.6938853831003515
HIST1H2AK	2.9186416447731043	3.3459621035089224	-0.42732045873581814	0.220010850740622	0.8489048852197935
MEGF6	6.404866373189407	6.827809285001132	-0.4229429118117256	0.04180021381164445	0.6022670046975227
RP11-231C14.4	8.45487674227313	8.877808252672297	-0.42293151039916665	0.003620408881908732	0.21705901982878084
ZNF385D	4.518927483125069	4.941072260494233	-0.422144777369164	0.08047533696499098	0.7066173035841362
TFAP2A	3.6112190994419886	4.03293922900197	-0.4217201295599815	0.05581115301273687	0.6553402441443997
PRTN3	0.6067568823135361	1.027882185986169	-0.421125303672633	0.015702702917183564	0.4192500032735415
NOX4	3.0149944268694506	3.4358044680974587	-0.420810041228008	0.07479565574324865	0.6938853831003515
SCN4A	2.639021460139799	3.058411281459456	-0.41938982131965696	0.050896518400695645	0.6405856206727498
F5	3.563160143412396	3.9818509031205136	-0.41869075970811753	0.029959415063811723	0.5365003610050532
IZUMO2	0.49681947369059193	0.9129835061735319	-0.4161640324829399	0.23230163199498743	0.8552760900061913
C9orf50	0.8573292062136516	1.2723160380962386	-0.414986831882587	0.0032116754545186144	0.21347092473610588
XRRA1	6.516106086103576	6.9307541263877175	-0.4146480402841419	6.404666902393163E-5	0.019440298937730718
HGF	5.103173280341035	5.517653218595401	-0.4144799382543658	0.04017345351513679	0.5922241362409074
ST6GALNAC3	4.915617064023194	5.329207158783751	-0.41359009476055686	0.06416823894325774	0.6810841028796698
TMEM178B	2.776073521106335	3.1896546322294697	-0.41358111112313445	0.09137882352228843	0.7273562648548588
SPARC	12.720731868089535	13.133869883013833	-0.41313801492429825	0.036533557300011954	0.570625339234835
IL10	4.567580328832654	4.980577845517227	-0.4129975166845732	0.1401881942765968	0.7905256759372504
PCBP3	6.320979705899313	6.733796692185017	-0.41281698628570407	0.06773641539186814	0.6832465681654489
IL36G	0.8804521500201653	1.2929033674163999	-0.4124512173962346	0.09964181450218434	0.7442481129745203
AMPH	4.963153755300669	5.3747877630155365	-0.41163400771486724	0.03009071831723331	0.5368633268510393
TNNI3K	3.9778435973704243	4.389464762916011	-0.41162116554558636	0.024428998642711974	0.5119688415202193
KCNJ6	0.8364863839160022	1.2464185211201368	-0.4099321372041347	0.013531873462196753	0.39180044434583033
SPINK13	1.398978994068359	1.807893158069348	-0.408914164000989	0.13810466971964808	0.7879580967839068
VNN2	5.318792673891467	5.727370422639499	-0.40857774874803177	0.051516250140185904	0.6448205825106981
KRBOX1	5.694415501484192	6.101424334740345	-0.4070088332561532	0.07409176993007738	0.6938853831003515
IGF1	6.48681243628152	6.892635760647045	-0.4058233243655254	0.11754248153109714	0.7648566949177991
ALDH1A3	7.160720296623748	7.56637026160318	-0.40564996497943184	0.034487487645258996	0.5628011872719147
OXCT2	3.7356092657342805	4.14102779442465	-0.4054185286903693	0.005650210189307336	0.27008301303849136
NGFR	6.748801345794873	7.1542136705498605	-0.40541232475498745	0.07339330774254171	0.6925590262213315
FAM20C	8.780975166635331	9.184896962170876	-0.4039217955355454	0.027192863571634307	0.5316839700795372
FKSG61	2.3800590993910453	2.7838042371048632	-0.4037451377138179	0.03082176058192876	0.5392179670682868
HK3	5.764665401618836	6.1675031031801115	-0.40283770156127563	0.07507873513658181	0.6938853831003515
FAM25A	0.5724314909276377	0.9750399817655925	-0.4026084908379548	0.1780133602894639	0.827204957446022
RAET1G	2.5070137624708306	2.909371863187932	-0.4023581007171013	0.042149703768754154	0.6053867547606867
KHDRBS3	7.67097240555544	8.072567934985528	-0.4015955294300886	0.024705066377203044	0.5165656358916438
LYPD1	4.801953950897146	5.203514238141183	-0.40156028724403736	0.14466606047098263	0.7954886151260675
APCDD1	8.045363743961131	8.446747308536418	-0.401383564575287	0.07883899458348431	0.7035967753774653
ADSSL1	6.3373031081886015	6.738391961503306	-0.4010888533147048	0.012067446216726507	0.3712370447618634
CDH19	5.99488550810544	6.395094233162982	-0.40020872505754124	0.10983101484119562	0.7599705327841393
KLK10	4.489737169208507	4.8893738320963385	-0.39963666288783184	0.08586619122151407	0.7134101617364116
CSN1S1	0.9101125482509261	1.3096134207676589	-0.3995008725167327	0.14042118172946438	0.7905256759372504
BGN	9.133902689655319	9.533321954599982	-0.3994192649446635	0.11632918038638607	0.7648566949177991
CLDN10	2.3422130657799953	2.7407970478530386	-0.39858398207304324	0.14206044094771886	0.7919206460177092
AOC2	2.7660750460012817	3.1645592201031865	-0.39848417410190473	0.011861805729649122	0.36864710912691095
SIGLEC5	3.318881031010461	3.7172042719229097	-0.39832324091244864	0.14442768320248422	0.7951381398076308
FABP4	9.384392771899316	9.782704302241543	-0.39831153034222666	0.3649275415343909	0.912597180294724
AP000350.4	4.671134825983057	5.069322129846982	-0.3981873038639243	0.025606720620902856	0.5239883100538009
PAX9	2.2584376661135073	2.6559451577639175	-0.3975074916504102	0.200474131139721	0.8416274213189846
REG1B	3.7178348321459813	4.115263393707474	-0.397428561561493	0.5876645163585859	0.960516369693984
KIAA0101	6.704369419966296	7.10160603967624	-0.39723661970994417	0.7296414309089176	0.9773631759130044
SEPT12	1.6861383058939332	2.083334056298104	-0.397195750404171	0.1319971682166221	0.7782750257310226
SH2D2A	5.981154302967186	6.378214381040136	-0.3970600780729505	0.04494298290954901	0.6172711951347711
