Name	Mean(log(uterus_black))	Mean(log(uterus_white))	logFC	M-W U test pval	Adj pval
EPHA7	2.6300611991628715	4.035962608517085	-1.4059014093542137	0.01854494927314987	0.7232133108406967
CAPSL	1.4523048607117985	2.8489601064334	-1.3966552457216013	0.25753163783370514	0.8860700970270424
LEF1	7.759994549438847	9.150146877629359	-1.3901523281905117	0.004199454825271287	0.6511444038908989
PHYHD1	9.305389002279922	10.689851150068389	-1.3844621477884669	0.03217271511766551	0.7337034768017178
ARSE	5.189253242263078	6.5693672673708585	-1.3801140251077806	0.06965239566094505	0.8059145043056744
CYP2J2	2.6700740078860674	4.048949182965105	-1.3788751750790373	0.016999431392762276	0.7032420322712474
TTC18	5.120821959896038	6.482065489860469	-1.3612435299644314	0.006503618041871273	0.666904901282556
FOXL2	6.521468372379164	7.878540599654383	-1.3570722272752187	0.1686030287953234	0.8599493053002827
KLK8	3.7969272475816194	5.14235413974194	-1.3454268921603205	0.32182526481090057	0.9115212632560065
EDN3	2.51939321762975	3.8623614754148585	-1.3429682577851083	0.05604794533585633	0.7804379723642977
PAX8	7.165390114663296	8.507202222347887	-1.341812107684591	0.06391622112393713	0.7961985082825875
SLC34A2	5.321552053016025	6.64942016088476	-1.3278681078687349	0.36097149372739656	0.9264392395382394
PRPH2	4.043760407610549	5.371337916669736	-1.3275775090591875	9.660372132793693E-4	0.48651629896134346
RP11-298I3.5	3.9884673077612804	5.310299297563529	-1.3218319898022486	0.07165590123038779	0.8090497664028657
C7orf57	1.428990179532781	2.743986587252746	-1.314996407719965	0.020560739563001418	0.726660471734614
SOX17	8.906260248484152	10.215292945563998	-1.3090326970798465	0.23147161781605596	0.8736914204489142
CDH16	1.7320740507383081	3.033625886449371	-1.301551835711063	0.15139960275063602	0.8504903039156642
CES1	9.464612684805857	10.766031537654118	-1.3014188528482613	0.25483758576400584	0.8860700970270424
CEACAM6	1.3109955442854082	2.609700094704425	-1.2987045504190167	0.046119894520409654	0.7566986657709015
PIGY	3.7907683767892286	5.086618947968112	-1.295850571178883	0.5117036972995214	0.949770458134823
C3orf72	5.956204296569321	7.244433718448784	-1.2882294218794632	0.12895466270401057	0.8443728591214237
FBXO27	5.33688777678078	6.623816590883564	-1.286928814102784	0.030159373379095245	0.7337034768017178
CCBE1	5.974693077787432	7.261161470221297	-1.2864683924338651	0.014500527483636838	0.6913183417067909
IGF2BP2	6.238459968461816	7.520589006395478	-1.2821290379336618	0.030652279887043665	0.7337034768017178
ZNF114	3.281606519438139	4.557041984785039	-1.2754354653469	0.016413603665070053	0.6993518017777718
SNTN	0.7161537862939202	1.990721572392365	-1.2745677860984448	0.22159062676206842	0.8736914204489142
C12orf39	3.353131452073706	4.624816168276937	-1.2716847162032314	0.06673357138727609	0.8022124106304107
ART5	5.0138782259885835	6.285535367108601	-1.2716571411200173	0.012557266238190867	0.6853255902997455
RP11-664D7.4	0.3030897500371398	1.5669550262785832	-1.2638652762414435	0.13556702457235226	0.8445463187987361
AL358333.1	5.619234622268963	6.882644634328425	-1.2634100120594622	0.3124887749640277	0.9057847476754533
CYP1B1	8.581549537732114	9.84382062816824	-1.2622710904361263	0.004836221050317446	0.6511444038908989
FXYD4	0.3069267091979842	1.5626458082233186	-1.2557190990253344	0.3746576754983123	0.9290938978996819
SLC10A6	1.7257554693284105	2.9782202823311357	-1.2524648130027252	0.020914657769400047	0.726660471734614
PLAC8	4.9600543313084575	6.202319153148885	-1.2422648218404273	0.04826874450364749	0.7571665589150973
C9orf152	3.0165639634590673	4.249235542625142	-1.2326715791660745	0.05604794533585633	0.7804379723642977
CSAG1	0.6115744933961633	1.839414265280186	-1.2278397718840226	0.08943855122274635	0.8159621337305715
HAP1	3.3113992954472384	4.5356678884155475	-1.224268592968309	0.036546670407246906	0.7337034768017178
TMEM139	5.698989835853211	6.9230890140117225	-1.2240991781585118	0.14069588904213515	0.8445463187987361
DLK2	3.5678803281928952	4.7785478039460925	-1.2106674757531972	0.030652279887043665	0.7337034768017178
FOXJ1	3.386982853557363	4.596474097113975	-1.209491243556612	0.28266778090765454	0.8940509944234464
KRT7	6.757668938153049	7.961898677383541	-1.2042297392304917	0.11499449390645644	0.8353728452430733
CLEC4F	2.9834512602966448	4.186656116161376	-1.203204855864731	0.04974754556783223	0.7658514791896539
HNF1B	2.8662363341429793	4.068845115490176	-1.2026087813471968	0.34431104980554683	0.9217393560280197
GABRB3	4.078388353173342	5.268609151577118	-1.190220798403776	0.033757327970871276	0.7337034768017178
RNLS	6.376933534488034	7.566318000251141	-1.1893844657631076	0.0028959201969740445	0.5978016835012748
RAB4B-EGLN2	2.7815902869989406	3.9659708219525687	-1.184380534953628	0.006378144141632847	0.666904901282556
PLIN5	5.473963486529242	6.657791329888257	-1.1838278433590146	0.029193966323110443	0.7337034768017178
ZNF492	1.6259039630296546	2.8091522477164546	-1.1832482846868	0.010073878162684569	0.6708021761686165
FAM203B	1.305886990520225	2.4879564097942595	-1.1820694192740344	0.08014722490989534	0.8159621337305715
BEX4	10.223074125726534	11.405000686017939	-1.181926560291405	0.012557266238190867	0.6853255902997455
PNMA6C	5.381515119273948	6.563148829912574	-1.1816337106386259	0.12104480938492701	0.8362928939750723
SULT1A2	3.1505693667518995	4.319077953664091	-1.1685085869121914	0.01729916705784751	0.7032420322712474
FAM3D	1.3750815694772607	2.5434458726159477	-1.168364303138687	0.01084822365863658	0.6708021761686165
NPTX2	4.500645132589975	5.667752315575948	-1.1671071829859727	0.0823931615775313	0.8159621337305715
FAM150B	8.480768138492452	9.64441542177591	-1.1636472832834581	0.04141742062091891	0.7444667823713875
DKK4	0.39617002562449843	1.5597402529515416	-1.1635702273270432	0.11648430145264732	0.8355104126264463
MIA	3.9178821369524472	5.0812265534153855	-1.1633444164629383	0.12895466270401057	0.8443728591214237
PPAN-P2RY11	0.925530854377532	2.0859243091179045	-1.1603934547403725	0.06673357138727609	0.8022124106304107
CPAMD8	6.804610068641143	7.961166327250934	-1.1565562586097915	0.023544050187929266	0.7337034768017178
SCNN1G	3.1457692366852537	4.2979844458213625	-1.1522152091361089	0.04542175615653099	0.7533889099478528
VTCN1	4.388493529354956	5.538605383232247	-1.1501118538772914	0.37120640742165145	0.929010731340266
FDCSP	1.3123072170070573	2.4620558259542245	-1.1497486089471671	0.3281497242444399	0.9131035565988905
DACH1	5.267675550766521	6.416775213350316	-1.1490996625837955	0.09957836458964131	0.81979487117949
HOXB5	5.803833947155175	6.948375563537314	-1.1445416163821394	0.04141742062091891	0.7444667823713875
CCDC114	4.158898242655798	5.297832446109154	-1.1389342034533554	0.07165590123038779	0.8090497664028657
CA4	5.232381027730631	6.3711018887226505	-1.1387208609920192	0.060313257749140536	0.7919430786786932
KLK10	6.1537800073193285	7.292180302056132	-1.1384002947368037	0.06484421854720068	0.7968575628755863
ACSL5	8.535375129692314	9.672206863553882	-1.1368317338615679	0.020914657769400047	0.726660471734614
ZNF730	1.533306032971854	2.6695207938658534	-1.1362147608939994	0.034300154783892145	0.7337034768017178
TBX1	5.06807096815003	6.1931552076130085	-1.1250842394629785	0.1106148842654554	0.8293611660117224
CTB-186H2.3	2.3961426638431482	3.520289809538756	-1.1241471456956078	0.3094166661370834	0.90509096108072
HOXB8	5.734755769529974	6.858377209950036	-1.1236214404200622	0.17465198533225113	0.8619951102631321
CAMK4	3.225180951664078	4.347096517353002	-1.1219155656889237	0.012331343498122704	0.6853255902997455
ZNF665	6.013764331312687	7.133808033280168	-1.1200437019674814	0.057722927123583845	0.7804379723642977
SLC1A6	0.9519323694566914	2.070095976729857	-1.1181636072731655	0.12259564111209487	0.8368485067216911
C4orf22	0.703851277738293	1.816932609888765	-1.113081332150472	0.21916830684042599	0.8736914204489142
DCDC2	3.394685894531369	4.506977840314181	-1.112291945782812	0.49936653396532227	0.9469453682399468
SCGB1D2	5.4753686202689575	6.5873547618309924	-1.111986141562035	0.5117036972995214	0.949770458134823
ALPP	0.24159835813713817	1.3522139237613338	-1.1106155656241956	0.23399002991371576	0.8755755958061622
CECR1	8.283078761464683	9.393675103603625	-1.1105963421389422	0.00850884748776215	0.6708021761686165
HIST1H3H	2.8738932852232626	3.9813412269016757	-1.107447941678413	0.051264154500695325	0.7715890758402176
C6orf118	1.3522720135957604	2.4574955880488503	-1.1052235744530898	0.29435634181949877	0.897057847593158
C7orf13	4.458433176411237	5.56220494590464	-1.1037717694934033	0.12895466270401057	0.8443728591214237
CST4	0.0	1.1029457532560638	-1.1029457532560638	0.4516390495668987	0.936959781397376
OXCT2	3.0252190270784705	4.126641558486018	-1.1014225314075472	0.009349144701075174	0.6708021761686165
SLC27A6	4.732286040722742	5.831782969447049	-1.0994969287243075	0.21201557377004443	0.8731858049525212
PRSS21	3.0501639586122886	4.14797415650344	-1.0978101978911514	0.17060162750109387	0.8599493053002827
DISP2	3.6385513218668213	4.727857151881037	-1.0893058300142155	0.03485042327467991	0.7337034768017178
FAM174B	7.500781678486272	8.588090432756575	-1.0873087542703024	0.02021205528518155	0.726660471734614
H2AFB1	0.18528552777149454	1.2707092349433005	-1.085423707171806	0.052036858327667246	0.7729977682410081
ALPL	7.2730502620297575	8.356910972373939	-1.0838607103441813	0.13222882682924997	0.8443728591214237
CATSPER2	5.385420645135382	6.467798607916045	-1.0823779627806625	0.00970548329021037	0.6708021761686165
TMPRSS3	2.9253655298502483	4.007199411558773	-1.0818338817085245	0.08703806649693657	0.8159621337305715
SLC19A3	2.696086332497462	3.7740313312057037	-1.0779449987082415	0.021273873601490245	0.726660471734614
RP4-539M6.19	2.124638863779792	3.199132787504446	-1.074493923724654	0.1022515564689821	0.81979487117949
MMP7	10.186909381500412	11.260591125252736	-1.0736817437523243	0.1666220527407819	0.8599493053002827
ARMC4	4.246355470551594	5.318071764691827	-1.0717162941402334	0.04754330175909227	0.7571665589150973
ZDHHC19	2.9792656935321395	4.050459688151279	-1.0711939946191396	0.02967329376328054	0.7337034768017178
C1orf95	4.735398230697834	5.802126997793332	-1.0667287670954977	0.034300154783892145	0.7337034768017178
CR1L	0.9032442183891278	1.969655193375244	-1.0664109749861161	0.08585747433789082	0.8159621337305715
LGR5	4.09017447761196	5.155385574008644	-1.065211096396684	0.47517397306405784	0.9456746145167327
RBP2	0.6079244851776161	1.671533116208885	-1.063608631031269	0.02645567438929608	0.7337034768017178
PHGR1	0.37833746067085744	1.4406105707213646	-1.0622731100505072	0.004836221050317446	0.6511444038908989
XKRX	1.5498025133107376	2.6109353631315138	-1.0611328498207762	0.002957299429306892	0.5978016835012748
CCL24	0.7216149663303182	1.7822237708540223	-1.060608804523704	0.1389699448801499	0.8445463187987361
KIF6	3.2800218462490003	4.339879864238667	-1.0598580179896668	0.10498154415434424	0.81979487117949
SLC44A5	2.356042058813828	3.4146608830259386	-1.0586188242121106	0.07064832358384376	0.8087035003827546
HNF4A	0.5034889967853865	1.561091244398475	-1.0576022476130884	0.09696122019672704	0.81979487117949
NDP	7.826190991552107	8.882211119046529	-1.0560201274944223	0.08585747433789082	0.8159621337305715
SLAIN1	6.492981782998369	7.547812680147492	-1.054830897149123	0.10636806943757604	0.81979487117949
CD207	3.032250923753559	4.083048460627531	-1.0507975368739717	0.09696122019672704	0.81979487117949
SMN2	8.386946860755168	9.42869106219219	-1.0417442014370213	0.014243933123363361	0.6913183417067909
MAG	3.1298552363055316	4.165419880563512	-1.0355646442579802	0.20966922948715616	0.8731858049525212
PRKG2	1.620515933272826	2.6542927198399044	-1.0337767865670784	0.013020132563348996	0.6853255902997455
CAPN12	4.793930125084109	5.82295186672494	-1.0290217416408307	0.010262704186432492	0.6708021761686165
KIF12	5.807621415378374	6.835587609362688	-1.027966193984314	0.12416195345355441	0.8412341876101684
COL9A1	1.711412681598837	2.7392973108936545	-1.0278846292948174	0.20047188086502143	0.8728170916360914
RP11-80A15.1	1.1323040858308642	2.160017849524004	-1.0277137636931397	0.10360940418204001	0.81979487117949
RGPD2	3.8844550654286945	4.911972233652505	-1.0275171682238105	0.035973601476436134	0.7337034768017178
LDLRAD1	0.0	1.0273522435754143	-1.0273522435754143	0.4029765961643966	0.9327298137663504
CNNM1	3.0430476281068612	4.066517582383842	-1.0234699542769805	0.02602156097267372	0.7337034768017178
CHRM3	4.027487800381916	5.04992240881632	-1.0224346084344038	0.05522575258780049	0.7790638312385922
GATA2	9.529228147876108	10.548530684952606	-1.0193025370764985	0.023942175840526048	0.7337034768017178
RHOD	7.832331753811075	8.849556713057652	-1.017224959246577	0.013257175726916537	0.6913183417067909
TRIM6-TRIM34	0.8445965479370382	1.8572569569163455	-1.0126604089793072	0.09065863317003886	0.8159621337305715
CHRNA5	4.144594579707249	5.157083165805755	-1.012488586098506	0.009888152310255305	0.6708021761686165
AC019171.1	3.9877931778159104	4.997974120039968	-1.010180942224058	0.18509130609836566	0.8678895125292059
DMBT1	3.08709829533699	4.097074089859535	-1.009975794522545	0.37120640742165145	0.929010731340266
BMP2	5.249171038004741	6.25278279474581	-1.0036117567410692	0.042717626322895774	0.744472163246486
COBL	4.722197083105704	5.725431549605737	-1.0032344665000332	0.08353511666676461	0.8159621337305715
NPR3	4.892585344113532	5.895361578232277	-1.0027762341187447	0.09189206766315627	0.8159621337305715
S100P	3.0806832625486775	4.082604927236692	-1.0019216646880142	0.19376966963431652	0.8705567537935384
CXCL17	3.0285370938678655	4.029814580321392	-1.0012774864535263	0.08703806649693657	0.8159621337305715
CCL15-CCL14	8.945380091019263	9.945735036837148	-1.0003549458178842	0.08703806649693657	0.8159621337305715
PRKCQ	4.968414601996984	5.965465672416041	-0.9970510704190572	0.06965239566094505	0.8059145043056744
PYY	2.7554709854554966	3.7523335040454895	-0.9968625185899929	0.3003204557081782	0.9009118990870272
ACTR3C	4.51395043119924	5.509572096217111	-0.9956216650178709	8.811193402822326E-4	0.4691799170413635
GCK	4.650195957262265	5.645562660387253	-0.9953667031249882	0.0823931615775313	0.8159621337305715
PACSIN1	3.3895959007196526	4.379868759214386	-0.9902728584947331	0.1424382684225094	0.8449790698732056
AP001579.1	0.0	0.988823637726726	-0.988823637726726	0.5034612909093694	0.9478020498285544
HIST3H2BB	1.606233479190452	2.5926193325165037	-0.9863858533260517	0.060313257749140536	0.7919430786786932
CXCL5	1.2294977884320248	2.2154336383645323	-0.9859358499325075	0.1022515564689821	0.81979487117949
GDA	3.00525847745794	3.9895590810401274	-0.9843006035821875	0.49528953231201167	0.9469453682399468
HSD17B13	4.164877901683665	5.148726842493311	-0.9838489408096454	0.014243933123363361	0.6913183417067909
FAM92B	1.4891501050561486	2.4727564741069217	-0.983606369050773	0.18939385449923118	0.8697026924205744
CCDC144A	1.8278025999325076	2.809688273747844	-0.9818856738153363	0.04900346316925219	0.7621273025093263
MMEL1	5.637866408883638	6.613298142464298	-0.9754317335806597	0.0846898559882473	0.8159621337305715
ASPG	4.673327476691653	5.648342560844623	-0.9750150841529699	0.1120598766724814	0.8312971380689334
AGAP7	1.9593708785697375	2.93348224323409	-0.9741113646643524	0.11648430145264732	0.8355104126264463
SELE	4.722420563871809	5.696024491666809	-0.9736039277949997	0.04900346316925219	0.7621273025093263
DMRTA1	2.4993532555560094	3.4708263768449736	-0.9714731212889642	0.030652279887043665	0.7337034768017178
PCDHGA1	3.2955291305664027	4.264944510033731	-0.9694153794673279	0.006014686449680062	0.666904901282556
MCF2L	7.8730801576808584	8.842355308116128	-0.9692751504352692	0.022383951495888343	0.726660471734614
ASPRV1	5.460052458200598	6.426173430014393	-0.9661209718137957	0.02021205528518155	0.726660471734614
EPCAM	7.718451958671114	8.683235448586426	-0.9647834899153125	0.22403206930233066	0.8736914204489142
TRIM55	1.7532279760332492	2.7179439061917545	-0.9647159301585053	0.04974754556783223	0.7658514791896539
MUC13	2.893886837340967	3.8572172932600246	-0.9633304559190576	0.2914042633003331	0.897057847593158
HIST1H2BJ	4.084562032114184	5.047435978792974	-0.9628739466787897	0.06391622112393713	0.7961985082825875
HIST1H4H	4.552316043075025	5.5146760891865565	-0.9623600461115318	0.02602156097267372	0.7337034768017178
PON3	4.4053712183227125	5.364325262627157	-0.9589540443044449	0.25216319639589124	0.8858788836346395
GCNT3	2.5439595517804636	3.5008685507758535	-0.9569089989953898	0.14776485203992706	0.8497295501582417
FAM169A	4.994541565079027	5.950164643820236	-0.9556230787412092	0.009175390756598012	0.6708021761686165
HTR1D	1.03918238641232	1.992672572992763	-0.953490186580443	0.10636806943757604	0.81979487117949
AL627309.1	5.888472139104683	6.839425934041365	-0.950953794936682	0.020560739563001418	0.726660471734614
CD40	8.272300700020754	9.217646083200183	-0.9453453831794292	0.016704262781316204	0.6993518017777718
AGAP10	5.263975658567299	6.208673288152421	-0.9446976295851224	0.04974754556783223	0.7658514791896539
KRBOX1	6.545348626218574	7.489415886828911	-0.9440672606103373	0.08943855122274635	0.8159621337305715
SCT	1.3030700139386673	2.246316830023222	-0.9432468160845546	0.22159062676206842	0.8736914204489142
SRRM3	6.5360934302041525	7.479177912516508	-0.9430844823123552	0.04141742062091891	0.7444667823713875
ASCL5	1.1669615148501378	2.109037045388622	-0.9420755305384843	0.035973601476436134	0.7337034768017178
CADM1	7.366135435665303	8.3080975420084	-0.9419621063430963	0.17877370284850735	0.8661417069106188
PPAP2C	8.824611126428348	9.76617791105721	-0.9415667846288613	0.025171779902070757	0.7337034768017178
DMC1	4.704885468376888	5.646037197604601	-0.9411517292277125	0.155102066592696	0.8551979524027185
CXCL3	3.76538292802851	4.699502723491997	-0.934119795463487	0.17877370284850735	0.8661417069106188
TMED6	4.141240795104649	5.075154255331861	-0.9339134602272123	0.04974754556783223	0.7658514791896539
FCRLB	3.566143704540085	4.499835171131847	-0.9336914665917626	0.03540821237693892	0.7337034768017178
HIST1H2BG	2.766207482836391	3.6977912468923178	-0.9315837640559268	0.11499449390645644	0.8353728452430733
ALDH1A1	11.054614339541756	11.985440443104523	-0.930826103562767	0.16078411527717162	0.8587097675741494
NPIPA3	6.006118238203754	6.9364640254603245	-0.9303457872565701	0.006893470704359861	0.666904901282556
STK32A	3.60476045877505	4.531196705462493	-0.9264362466874432	0.21916830684042599	0.8736914204489142
CYP24A1	2.104722913453728	3.0295045122341127	-0.9247815987803847	0.20966922948715616	0.8731858049525212
FAM27E3	3.8718110856184507	4.795160134885452	-0.9233490492670016	0.05604794533585633	0.7804379723642977
WNT7A	1.9701174958712835	2.891751023942837	-0.9216335280715533	0.7186529876661424	0.9808940091906584
LRRC37A2	7.2761387923821	8.194557105928393	-0.9184183135462929	3.392849119557839E-4	0.34328093425215206
CCL14	11.819998520133547	12.736028692107105	-0.9160301719735582	0.09439937229987727	0.819057345557582
LRRTM4	1.033363476353429	1.9491689269739279	-0.9158054506204989	0.03485042327467991	0.7337034768017178
PCDHGB7	7.103064657909546	8.018236170595712	-0.9151715126861655	0.03771616931724586	0.7337034768017178
PROM1	5.225396340631155	6.139449210774858	-0.9140528701437027	0.36777493630744684	0.929010731340266
KCNK5	5.2876355403762565	6.201605714958447	-0.9139701745821904	0.08126389592183492	0.8159621337305715
MSLN	8.013846993644403	8.927334651442756	-0.9134876577983526	0.24950843609217843	0.8830251920153038
CYP11A1	5.472303261395303	6.384343200179636	-0.912039938784333	0.12734137581135052	0.8439378225168543
MUC5B	3.1628552239938443	4.071092580920292	-0.9082373569264472	0.3377865308837339	0.9185856802231688
DACT2	6.260085537312632	7.167687021384967	-0.9076014840723348	0.20274312800766858	0.8731858049525212
AL162389.1	0.29457608811037334	1.2016769938376937	-0.9071009057273203	0.022765005029232177	0.7273618799866253
BST2	10.98153784119348	11.88838237488252	-0.9068445336890392	0.0882317272199602	0.8159621337305715
TP53TG3C	2.611734056189133	3.5166052505422423	-0.9048711943531091	0.13388987825124432	0.8445463187987361
OLFM4	2.65019459750353	3.553053464942414	-0.902858867438884	0.25753163783370514	0.8860700970270424
AP005482.1	3.804006286180976	4.704165052278694	-0.9001587660977179	0.03540821237693892	0.7337034768017178
CCDC37	2.866713153108899	3.765450785339874	-0.8987376322309748	0.06209311941391893	0.7946872036305632
APLP1	6.44614915613003	7.3444159567552125	-0.8982668006251826	0.00970548329021037	0.6708021761686165
SPAG17	3.1707624719153458	4.068842875353892	-0.8980804034385459	0.06209311941391893	0.7946872036305632
HIST1H4E	1.5771784685049506	2.4745996675490294	-0.8974211990440788	0.07474947394037845	0.8132242648758496
CCL27	1.9815505877043242	2.8778726022858674	-0.8963220145815431	0.10090790775590397	0.81979487117949
MTRNR2L2	2.718569764788515	3.6111906035045145	-0.8926208387159993	0.10360940418204001	0.81979487117949
C1orf87	1.3831034008972876	2.2746888099833042	-0.8915854090860167	0.2712979181854811	0.8899275371026625
LCN2	6.846929758829091	7.738085827458068	-0.8911560686289768	0.03322186435760588	0.7337034768017178
CCDC148	4.050838203306965	4.94093831668676	-0.8901001133797957	0.05604794533585633	0.7804379723642977
L1CAM	4.029741775176881	4.914877569464816	-0.885135794287935	0.18296734299072248	0.8675348218034465
SFTPD	4.186171696526343	5.070876960665487	-0.8847052641391437	0.10636806943757604	0.81979487117949
TSPAN13	8.401544750053079	9.283677229977302	-0.8821324799242234	0.0051349262708612065	0.6539669737407293
XKR9	1.6917218749492366	2.570364806983222	-0.8786429320339855	0.05604794533585633	0.7804379723642977
RSPH10B2	1.8526570395387518	2.72932717530676	-0.876670135768008	0.04473254598662013	0.7533889099478528
WWC1	5.293831298064864	6.1694043708415895	-0.8755730727767252	0.0823931615775313	0.8159621337305715
MECOM	7.747694793750307	8.622801265669688	-0.8751064719193806	0.06484421854720068	0.7968575628755863
DOC2A	3.746149187126288	4.6203457058715065	-0.8741965187452183	0.195985212527647	0.8705567537935384
HS6ST2	5.290105257356564	6.164067961464869	-0.8739627041083047	0.23147161781605596	0.8736914204489142
PHYHIPL	3.2855201181034803	4.1589559063021095	-0.8734357881986292	0.13388987825124432	0.8445463187987361
MAST1	2.5958228551442937	3.468568587729068	-0.8727457325847743	0.04542175615653099	0.7533889099478528
PRH2	0.8069384452858888	1.675516416035214	-0.8685779707493253	0.028255271520658876	0.7337034768017178
