Name	Mean(log(kidney_black))	Mean(log(kidney_white))	logFC	M-W U test pval	Adj pval
CGA	6.827166573049842	4.511959260965444	2.3152073120843983	0.004385489392093822	0.634945875284817
REG1A	7.572822295419837	5.2608832574134645	2.311939038006373	0.15762304586887388	0.7157351728482505
CLEC18C	9.071421712894685	6.759563258527928	2.3118584543667566	0.07176955999913237	0.644828429553132
PLA2G12B	7.441442825115317	5.152367522079342	2.2890753030359745	0.038071650330058215	0.634945875284817
CREB3L3	5.733243265839546	3.4508833319334444	2.2823599339061014	0.07543917418387258	0.649636679002265
SLC5A8	8.02285379116137	5.757113806478976	2.2657399846823942	0.0792605260675946	0.649636679002265
CDH2	9.928573667850882	7.66761413162651	2.260959536224372	0.002434617788989457	0.634945875284817
SORCS1	5.862780269744134	3.6034497975145117	2.259330472229622	0.007660514472875191	0.634945875284817
UGT3A1	11.218573489138654	8.961995778132074	2.25657771100658	0.027047252469097782	0.634945875284817
SLC22A11	10.55000047180222	8.298520766038115	2.2514797057641047	0.11579850364437161	0.6768043480010577
CPN1	4.058644386798216	1.8220853560028811	2.236559030795335	0.005056217848019906	0.634945875284817
DAPL1	7.374277756136316	5.14566264464748	2.2286151114888364	0.021334966651236242	0.634945875284817
LCN2	9.135660467687417	6.9160352591996865	2.219625208487731	0.13847671503211767	0.6980176955895175
TMEM82	8.521433446875992	6.304026549893939	2.2174068969820535	0.05555148879631233	0.6368680703016324
SLC7A9	9.882854928138846	7.668373352570631	2.2144815755682146	0.04737703318844755	0.6368680703016324
SAA1	7.775611587866999	5.564164697359381	2.2114468905076183	0.09614752312329422	0.6657941791336252
GGT1	12.972857535196251	10.765200471892374	2.207657063303877	0.010009266026059005	0.634945875284817
NLRP6	5.598400668132396	3.3960238288912628	2.2023768392411336	0.007660514472875191	0.634945875284817
HAVCR1	8.329992163000457	6.128063493583622	2.2019286694168345	0.0792605260675946	0.649636679002265
PDZK1IP1	15.28714292558104	13.101199542030622	2.185943383550418	0.021334966651236242	0.634945875284817
TRIM6	9.534288337542957	7.349601897983981	2.184686439558976	0.0013104186322074884	0.634945875284817
AGT	10.534283724682329	8.351604845636027	2.1826788790463016	0.027047252469097782	0.634945875284817
AL136376.1	4.892828673161469	2.7139895318936986	2.178839141267771	0.17146020606432721	0.7260055222682693
SLC22A7	9.369990425371684	7.191937185915201	2.1780532394564833	0.08737528034076769	0.6597340819096439
AC007382.1	5.909992738627535	3.743203606152178	2.166789132475357	0.04250942061308227	0.6368680703016324
C2orf54	9.147148978498342	6.9823893921496305	2.164759586348711	0.027047252469097782	0.634945875284817
CDHR5	10.450005735071503	8.285951616187647	2.164054118883856	0.11579850364437161	0.6768043480010577
C1QL3	6.435713349627837	4.2892798861470816	2.146433463480755	0.002434617788989457	0.634945875284817
CRYM	11.049999100166781	8.910805091033538	2.1391940091332433	0.008764828179775086	0.634945875284817
LRRN4	8.011477455133045	5.8747951885161624	2.1366822666168828	0.06486878269325325	0.6368680703016324
SLC30A2	9.268570250876452	7.136326020621875	2.132244230254577	0.04250942061308227	0.6368680703016324
IGLL5	7.514501824476483	5.392850424360926	2.1216514001155566	0.0792605260675946	0.649636679002265
ALDH8A1	11.464286503295655	9.343223848903401	2.1210626543922544	0.038071650330058215	0.634945875284817
DYDC2	4.855658966959369	2.73658849343076	2.1190704735286086	0.004385489392093822	0.634945875284817
PAH	11.87714024166057	9.763214166339234	2.113926075321336	0.22705414361506548	0.7591536742275699
S100A1	13.019999722726444	10.919209767880279	2.1007899548461655	0.006682580708497254	0.634945875284817
PLG	11.362857181322122	9.26243296753429	2.100424213787832	0.1267431770887093	0.6875921183019285
APCS	4.241596729435033	2.142277498503132	2.0993192309319006	0.04737703318844755	0.6368680703016324
SLC15A1	7.945774381523135	5.849971815892826	2.0958025656303088	0.024044376936055878	0.634945875284817
IGJ	10.437109761177595	8.366776693816098	2.0703330673614975	0.04737703318844755	0.6368680703016324
AL355490.1	2.06717070563814	0.0	2.06717070563814	0.08737528034076769	0.6597340819096439
SLC5A10	9.962856157355917	7.907225867942546	2.0556302894133713	0.09614752312329422	0.6657941791336252
FUT6	10.0985685730637	8.04368023731561	2.054888335748089	0.0792605260675946	0.649636679002265
DSCR8	3.870040162670104	1.8207423407921097	2.0492978218779943	0.0792605260675946	0.649636679002265
METTL7B	9.824283960757558	7.7775253799611725	2.0467585807963857	0.008764828179775086	0.634945875284817
SLC13A3	11.247143027727406	9.220845119482034	2.026297908245372	0.05852488864029348	0.6368680703016324
EPHA7	8.54713374872376	6.522716603242498	2.024417145481263	0.038071650330058215	0.634945875284817
GDA	9.368572841469199	7.344900051791919	2.0236727896772795	0.0792605260675946	0.649636679002265
MISP	9.135714629246207	7.124802115104928	2.010912514141279	0.030368472234253985	0.634945875284817
AKR1B10	6.307296534063388	4.301230762054879	2.006065772008509	0.2099996717556093	0.7426240819443022
VSTM2L	5.363896144536516	3.364316661226553	1.9995794833099625	0.030368472234253985	0.634945875284817
DNAJC25-GNG10	5.744114608105648	3.759886065654642	1.9842285424510062	0.05555148879631233	0.6368680703016324
LILRA4	3.2541839479255157	1.270136527089099	1.9840474208364167	0.06486878269325325	0.6368680703016324
CYP4F3	8.185706253195686	6.202043385098789	1.9836628680968973	0.04737703318844755	0.6368680703016324
ESPNL	4.493187633018657	2.511750512081672	1.981437120936985	0.006237007458873234	0.634945875284817
SLC36A2	8.954288732984205	6.9797716249859	1.974517107998305	0.0792605260675946	0.649636679002265
MGST1	13.120000125451837	11.151988558673105	1.9680115667787312	0.016703403847161513	0.634945875284817
C3	11.5071451597574	9.539598776378345	1.9675463833790552	0.02866646530738748	0.634945875284817
REG3G	4.948801581208191	2.9822476344539677	1.9665539467542237	0.1267431770887093	0.6875921183019285
IGFBP1	5.865781854893328	3.903973090809947	1.961808764083381	0.15102986976892996	0.7072656179562233
MUM1L1	5.482899622824741	3.523056521424833	1.9598431013999078	0.01569360335658343	0.634945875284817
CXCL14	14.398571409990828	12.442798624750806	1.955772785240022	0.038071650330058215	0.634945875284817
GPR143	9.120020773250063	7.167543712843963	1.9524770604061006	0.01140869765222996	0.634945875284817
KCNH6	6.522862918686919	4.570992862317428	1.9518700563694917	0.04250942061308227	0.6368680703016324
BCHE	7.129992188674614	5.180367968059121	1.949624220615493	0.027047252469097782	0.634945875284817
SLC22A8	11.130000154464385	9.183873797563216	1.9461263569011695	0.22705414361506548	0.7591536742275699
PDZD3	8.480025545431959	6.538083190584891	1.9419423548470673	0.06486878269325325	0.6368680703016324
GJB1	11.305711548470104	9.365186582862734	1.94052496560737	0.016703403847161513	0.634945875284817
DPYS	11.218572059732537	9.284031943356418	1.9345401163761196	0.1056108455753908	0.6718074466011237
RP11-571M6.15	5.042923102608889	3.111184013026986	1.9317390895819035	0.11579850364437161	0.6768043480010577
GPR35	6.434190498088633	4.502845714398316	1.9313447836903164	0.005056217848019906	0.634945875284817
SLC4A4	11.188573435061384	9.26519717909919	1.9233762559621947	0.008764828179775086	0.634945875284817
MMP7	13.567142386355362	11.647996445072367	1.919145941282995	0.1056108455753908	0.6718074466011237
CCL20	7.224259700905641	5.313943468121927	1.910316232783714	0.06486878269325325	0.6368680703016324
MTNR1A	5.180032607196691	3.270130201089304	1.909902406107387	0.006682580708497254	0.634945875284817
ENPEP	10.897140005579871	9.003578524446668	1.8935614811332027	0.0527050417902265	0.6368680703016324
ENPP3	7.328561414632298	5.439292844833783	1.8892685697985145	0.05852488864029348	0.6368680703016324
SLC3A1	14.134285948044475	12.248000009180096	1.8862859388643791	0.009368629137725737	0.634945875284817
KMO	8.961430176433101	7.0800024752398345	1.8814277011932665	0.06486878269325325	0.6368680703016324
CES3	8.169998296512636	6.291994423554565	1.8780038729580717	0.05852488864029348	0.6368680703016324
SLC13A2	10.034286827480072	8.156378606621649	1.8779082208584228	0.1056108455753908	0.6718074466011237
CYP4A22	8.552859517265686	6.677593826982636	1.87526569028305	0.16443202082127606	0.7157351728482505
ACE2	9.782857408828367	7.914388845813334	1.8684685630150328	0.11579850364437161	0.6768043480010577
SERPINB7	4.276835783860726	2.4087685344620806	1.8680672493986452	0.030368472234253985	0.634945875284817
F13A1	9.7228563883851	7.8628036283933636	1.8600527599917367	0.027047252469097782	0.634945875284817
ANGPTL4	9.437165494925745	7.587274379034817	1.8498911158909284	0.16443202082127606	0.7157351728482505
ACMSD	11.369999692014323	9.521628711012553	1.8483709810017697	0.1267431770887093	0.6875921183019285
SLC27A2	10.728571418717182	8.88160126902016	1.8469701496970217	0.030368472234253985	0.634945875284817
TUBAL3	6.485725019794608	4.639687099659821	1.846037920134787	0.034034161285242504	0.634945875284817
GLDC	10.831433979151681	8.986795327507263	1.8446386516444182	0.1056108455753908	0.6718074466011237
CHST13	6.445689588935297	4.604483532987097	1.8412060559481995	0.01140869765222996	0.634945875284817
CDH6	9.64285485575411	7.807184966628825	1.8356698891252838	0.04737703318844755	0.6368680703016324
BBOX1	12.67428662718016	10.840038624273317	1.8342480029068433	0.15102986976892996	0.7072656179562233
CLEC18B	10.012848087082034	8.181174324624633	1.8316737624574007	0.08737528034076769	0.6597340819096439
HABP2	8.401412819953455	6.57243097194881	1.828981848004645	0.12117420033969573	0.6875921183019285
PDK4	13.058572092605718	11.230796579150695	1.8277755134550233	0.0792605260675946	0.649636679002265
NKAIN4	8.508570731122607	6.682409835807337	1.8261608953152697	0.09614752312329422	0.6657941791336252
FMO1	11.312855442065123	9.495588144688227	1.8172672973768957	0.15102986976892996	0.7072656179562233
BHMT	13.128572131687516	11.311587685261097	1.816984446426419	0.19389226062113452	0.7378115023886548
USH1C	11.03142738984224	9.216825071876656	1.8146023179655835	0.1267431770887093	0.6875921183019285
ABCC2	7.377140554394081	5.571556665290591	1.8055838891034899	0.12117420033969573	0.6875921183019285
CTC-429P9.4	9.339999729065552	7.540803354791941	1.7991963742736106	0.06486878269325325	0.6368680703016324
C6orf100	2.357099984817733	0.5587590375039262	1.7983409473138068	0.07543917418387258	0.649636679002265
HHLA2	7.115764650629311	5.319736975297214	1.7960276753320965	0.14464896861614007	0.7072656179562233
AGMO	7.325720691805367	5.539194931777413	1.7865257600279545	0.021334966651236242	0.634945875284817
XCR1	3.1944405159414324	1.4114823487749075	1.7829581671665249	0.07176955999913237	0.644828429553132
SLC34A2	9.63427500086807	7.855269255626155	1.779005745241916	0.22705414361506548	0.7591536742275699
CCL15	7.394309330307089	5.617763451795476	1.7765458785116133	0.1056108455753908	0.6718074466011237
LTF	10.392850259477957	8.61803246020737	1.7748177992705862	0.15762304586887388	0.7157351728482505
AC103801.2	6.922830326443063	5.1483887012953895	1.7744416251476736	0.02265449408008935	0.634945875284817
TM6SF2	6.634287608263791	4.8656077585059565	1.7686798497578344	0.06486878269325325	0.6368680703016324
CCL15-CCL14	9.332851485950997	7.566418464414016	1.7664330215369803	0.06486878269325325	0.6368680703016324
AOC1	13.112857413387024	11.347208729428354	1.7656486839586698	0.19389226062113452	0.7378115023886548
CGREF1	7.110050961244427	5.345400519289231	1.7646504419551965	0.04737703318844755	0.6368680703016324
FRMD5	3.8345178941519884	2.070867251857057	1.7636506422949316	0.014737901972244893	0.634945875284817
RP11-293I14.2	2.995711493788817	1.2384051881509743	1.7573063056378426	0.2840662868796302	0.7977509971706748
HECW1	7.317156073483308	5.56247732602737	1.7546787474559382	0.06162929045140997	0.6368680703016324
TNFRSF17	3.747256640491618	1.9941592753275563	1.7530973651640618	0.10079071028303477	0.6718074466011237
KRTAP2-3	3.744088185494728	1.9931382748888609	1.7509499106058672	0.06162929045140997	0.6368680703016324
HSPB2-C11orf52	6.161415021533527	4.411606714564431	1.7498083069690962	0.1267431770887093	0.6875921183019285
MYOM3	9.334290788783631	7.586379745840616	1.7479110429430156	0.0792605260675946	0.649636679002265
CD70	4.514199040256046	2.7688863458992716	1.7453126943567745	0.18618723649896673	0.7378115023886548
SLC28A1	9.52142453326705	7.784824242188453	1.736600291078597	0.15102986976892996	0.7072656179562233
EXOC3L4	7.865710713371344	6.130767669059786	1.7349430443115583	0.021334966651236242	0.634945875284817
IL17RB	10.688572332304712	8.959998639712154	1.7285736925925583	0.016703403847161513	0.634945875284817
C14orf180	4.900119360206313	3.173674891325604	1.7264444688807088	0.04023867711975937	0.6368680703016324
NAPSA	11.659997142548377	9.935199758487187	1.7247973840611905	0.1267431770887093	0.6875921183019285
PCK1	13.775711969923451	12.051205240759696	1.724506729163755	0.09614752312329422	0.6657941791336252
PM20D1	6.321392364523832	4.598300927553968	1.723091436969864	0.030368472234253985	0.634945875284817
PKLR	8.840020046155287	7.118057815737843	1.7219622304174438	0.23594233476158322	0.7718666787637782
SLC39A5	10.96000118398577	9.238066918878358	1.7219342651074125	0.22705414361506548	0.7591536742275699
CPN2	7.309977716316666	5.5911616511149145	1.718816065201752	0.24507388408317654	0.77353302892943
GLYAT	12.384283929992307	10.673599561459323	1.7106843685329842	0.17146020606432721	0.7260055222682693
PPP1R16B	8.94428921110441	7.234394788850211	1.709894422254199	0.013833871113779317	0.634945875284817
B3GNT4	6.52717215098787	4.819530845241045	1.7076413057468258	0.014737901972244893	0.634945875284817
ANPEP	12.274285868979817	10.57560423358363	1.698681635396186	0.19389226062113452	0.7378115023886548
GPR64	4.450007115834846	2.7543542950549162	1.6956528207799297	0.0792605260675946	0.649636679002265
IL22RA1	5.965705203252824	4.2700713916870425	1.6956338115657816	0.0527050417902265	0.6368680703016324
CCL4L1	6.394273520970346	4.702820850252791	1.6914526707175552	0.1267431770887093	0.6875921183019285
SLC2A5	9.3257176672186	7.6351922095588325	1.690525457659767	0.06486878269325325	0.6368680703016324
TMEM27	12.405713725995025	10.722795045759565	1.6829186802354599	0.0527050417902265	0.6368680703016324
SERPINF2	11.39428766174366	9.713594557641485	1.6806931041021738	0.07176955999913237	0.644828429553132
PRODH2	10.57856556786839	8.899931674329041	1.6786338935393488	0.3159317573011766	0.8219641662812899
SAA2	6.398798649161344	4.720171332850101	1.6786273163112435	0.09614752312329422	0.6657941791336252
VCAM1	11.804286347778545	10.125999959688848	1.6782863880896972	0.10079071028303477	0.6718074466011237
DPP4	11.202859389325441	9.526392014463921	1.6764673748615202	0.04023867711975937	0.6368680703016324
APBB1IP	7.657123154234377	5.98397762159357	1.673145532640807	0.021334966651236242	0.634945875284817
ZBED2	4.850029635200037	3.178948259102727	1.6710813760973098	0.032156577615487736	0.634945875284817
MZB1	6.745774979505617	5.078710562501932	1.6670644170036848	0.19389226062113452	0.7378115023886548
SLC47A1	11.148572352183416	9.483205338272668	1.665367013910748	0.16443202082127606	0.7157351728482505
TMEM178B	6.532775327881757	4.867681646548904	1.665093681332853	0.025507606192203935	0.634945875284817
SULT1A1	11.118570595306128	9.455201964835673	1.6633686304704547	5.782645679960341E-4	0.634945875284817
CPNE7	5.155868858223953	3.4999107911664673	1.6559580670574858	0.04023867711975937	0.6368680703016324
MEI4	7.32711458587866	5.673928842529997	1.6531857433486632	0.038071650330058215	0.634945875284817
SLC2A9	10.842859508887724	9.19560145534379	1.6472580535439345	0.01068863309058865	0.634945875284817
SLC22A4	7.585723011619062	5.940822466020137	1.644900545598925	0.005818361041689757	0.634945875284817
IL12RB2	4.935764902882637	3.2929079599498716	1.6428569429327653	0.06486878269325325	0.6368680703016324
CYP2C9	5.092696895953404	3.4527275517592058	1.6399693441941983	0.07176955999913237	0.644828429553132
ESPL1	6.789995028486827	5.150411632168272	1.6395833963185558	0.0037964360637713357	0.634945875284817
MRC1	5.485671955666247	3.8488119320839234	1.636860023582324	0.11579850364437161	0.6768043480010577
CDHR2	7.907163889976536	6.273993732273978	1.6331701577025575	0.1056108455753908	0.6718074466011237
C2	8.328570998688507	6.696450137354594	1.632120861333913	0.15102986976892996	0.7072656179562233
HSD3B7	10.395713640091554	8.765203097029898	1.6305105430616553	0.002828679843690951	0.634945875284817
SLC5A9	7.737080642843074	6.111251988761088	1.6258286540819853	0.11579850364437161	0.6768043480010577
ZNF812	4.084211847700893	2.4625319982377305	1.6216798494631628	0.018895415409226457	0.634945875284817
COCH	6.855743679606724	5.237939772521513	1.6178039070852108	0.1056108455753908	0.6718074466011237
AARD	5.358684791353289	3.7416567436141164	1.6170280477391725	0.024044376936055878	0.634945875284817
C4BPA	3.2219559678940226	1.6066141397561422	1.6153418281378804	0.038071650330058215	0.634945875284817
HMOX1	10.87571543753406	9.262802902618809	1.6129125349152513	0.030368472234253985	0.634945875284817
F12	5.951425981861748	4.342589899077525	1.6088360827842232	0.030368472234253985	0.634945875284817
TFEC	8.484282286573388	6.875563331038515	1.6087189555348722	0.0527050417902265	0.6368680703016324
PRAP1	10.531430394357514	8.93136483988916	1.6000655544683546	0.39905606116365266	0.8547111591100132
ASPG	7.781357898982638	6.183887125011914	1.5974707739707243	0.16443202082127606	0.7157351728482505
NLGN1	6.537189119336473	4.943198691771187	1.593990427565286	0.021334966651236242	0.634945875284817
CYP8B1	7.709988422770552	6.118844031841778	1.5911443909287737	0.0527050417902265	0.6368680703016324
KCNJ15	12.932857071690716	11.345998090161727	1.586858981528989	0.005818361041689757	0.634945875284817
C8orf47	7.931437125754429	6.3484059794216225	1.5830311463328064	0.04737703318844755	0.6368680703016324
CTSE	4.169931711865106	2.590462102658386	1.5794696092067197	0.07543917418387258	0.649636679002265
SERPINA3	9.012930278932629	7.434068320541845	1.5788619583907835	0.16443202082127606	0.7157351728482505
TMEM176B	14.405714165026284	12.827599357683935	1.5781148073423488	0.018895415409226457	0.634945875284817
UGT1A4	4.204237410802418	2.627017056598031	1.5772203542043868	0.034034161285242504	0.634945875284817
FABP1	11.4900015109907	9.914025836216044	1.5759756747746554	0.19389226062113452	0.7378115023886548
PSAT1	11.019997585802928	9.448008075512558	1.5719895102903703	0.110612073748523	0.6768043480010577
DDC	11.802856169793358	10.232787210575946	1.5700689592174122	0.24507388408317654	0.77353302892943
PLS1	10.28714332419146	8.718397869481857	1.5687454547096031	0.002828679843690951	0.634945875284817
TLR8	4.226747635342305	2.6596766358644066	1.567070999477898	0.030368472234253985	0.634945875284817
OIT3	4.7957468220786215	3.228902884091553	1.5668439379870684	0.10079071028303477	0.6718074466011237
SCN8A	4.211507647028308	2.645432837365837	1.5660748096624713	0.01068863309058865	0.634945875284817
SLC44A4	11.49571543133111	9.931197042511725	1.5645183888193852	0.07176955999913237	0.644828429553132
SLC1A1	10.184281563460644	8.625586122968478	1.5586954404921656	0.012979161286745367	0.634945875284817
IGSF11	6.924271995246903	5.366802240344908	1.5574697549019945	0.032156577615487736	0.634945875284817
TSPAN1	14.124285677592493	12.56999920167525	1.5542864759172428	0.017769811718081674	0.634945875284817
MASP1	7.562843302078217	6.011129022814438	1.5517142792637788	0.07176955999913237	0.644828429553132
XXbac-BPG181M17.5	4.042706949824702	2.4916107757763353	1.551096174048367	0.08323782339335473	0.6597340819096439
FAM106A	2.7882800740246987	1.2392857581933843	1.5489943158313144	0.0032801858760039826	0.634945875284817
NEK2	3.965847126927002	2.417745539652756	1.548101587274246	0.032156577615487736	0.634945875284817
NDUFC2-KCTD14	2.567150688314819	1.0192004933631804	1.5479501949516388	0.24507388408317654	0.77353302892943
EDN2	8.224300137464898	6.681242473689493	1.5430576637754045	0.08737528034076769	0.6597340819096439
TEX11	3.201222146776517	1.6583603739808845	1.5428617727956326	0.05852488864029348	0.6368680703016324
TMEM179	3.4486854943618885	1.908684956501492	1.5400005378603965	0.0792605260675946	0.649636679002265
PAPPA-AS1	5.049976593044116	3.511989331303103	1.537987261741013	0.06486878269325325	0.6368680703016324
NPIPB15	5.435777597028773	3.89904040652641	1.5367371905023628	0.22705414361506548	0.7591536742275699
HAVCR2	8.30428834282508	6.767610130615319	1.536678212209761	0.05852488864029348	0.6368680703016324
PDZK1	13.825714220257234	12.291201756833242	1.534512463423992	0.08737528034076769	0.6597340819096439
MGAT3	7.367089540471052	5.83598164000782	1.5311079004632315	0.0792605260675946	0.649636679002265
SULT1C4	9.847142844492847	8.316408929554935	1.5307339149379118	0.08323782339335473	0.6597340819096439
RNF128	10.408576386154598	8.878805897592313	1.529770488562285	0.030368472234253985	0.634945875284817
MTTP	7.362854776838946	5.833221170725571	1.529633606113375	0.024044376936055878	0.634945875284817
C15ORF37	3.8856338817048033	2.3583764193581542	1.527257462346649	0.17871089151815567	0.7260055222682693
CES4A	6.968545904474445	5.4432437449439215	1.5253021595305238	0.02866646530738748	0.634945875284817
SLC22A2	12.520000394850035	10.994763105968836	1.5252372888811987	0.22705414361506548	0.7591536742275699
GPC4	11.078569677885074	9.555596626509795	1.5229730513752795	0.014737901972244893	0.634945875284817
CORO2A	5.671482369070971	4.148773970983506	1.522708398087465	0.002434617788989457	0.634945875284817
TRABD2A	5.409959639067753	3.8874749924969745	1.5224846465707786	0.024044376936055878	0.634945875284817
CYP21A2	4.982750761238144	3.462860186515111	1.519890574723033	0.06162929045140997	0.6368680703016324
BEST3	4.357123185767121	2.840567059046104	1.5165561267210173	0.021334966651236242	0.634945875284817
TM4SF5	8.398556772615496	6.882935483547296	1.5156212890682	0.2840662868796302	0.7977509971706748
CTD-2207O23.12	4.34857388217762	2.8343998403373156	1.5141740418403042	0.5086306912863015	0.8939569725638026
ALDH1L1	12.057142354459911	10.545993652252976	1.5111487022069348	0.036004676945803005	0.634945875284817
KHK	12.448571655085837	10.938805324215968	1.5097663308698692	0.15102986976892996	0.7072656179562233
BIN1	11.494286178459186	9.98959912588608	1.5046870525731055	0.009368629137725737	0.634945875284817
CDCA2	3.8741113007057764	2.369552641980633	1.5045586587251432	0.24507388408317654	0.77353302892943
CYP27B1	8.242851693501558	6.73964815939315	1.5032035341084082	0.05852488864029348	0.6368680703016324
LAD1	11.29428504609975	9.791200199939594	1.5030848461601565	0.04023867711975937	0.6368680703016324
SCGN	6.101555453491338	4.603262365917139	1.4982930875741989	0.17146020606432721	0.7260055222682693
TM4SF4	5.479991211459612	3.9828567201622396	1.497134491297372	0.14464896861614007	0.7072656179562233
THPO	6.155748441308677	4.664040776466699	1.4917076648419778	0.06486878269325325	0.6368680703016324
ADM2	7.780004387473572	6.289221791471577	1.4907825960019956	0.027047252469097782	0.634945875284817
FERMT1	6.701382028260734	5.213205814272067	1.488176213988667	0.030368472234253985	0.634945875284817
SLC23A1	9.061423521439801	7.574035333610753	1.4873881878290485	0.1267431770887093	0.6875921183019285
CYP4F11	7.107179284811614	5.620767157301536	1.4864121275100777	0.11579850364437161	0.6768043480010577
SPON2	9.671424173672134	8.189196125636261	1.4822280480358732	0.08737528034076769	0.6597340819096439
CRYAB	15.772857129093412	14.291600007324249	1.481257121769163	0.05852488864029348	0.6368680703016324
FCRL5	3.6655861048065725	2.185428302026209	1.4801578027803637	0.1056108455753908	0.6718074466011237
UGT3A2	6.211461620733842	4.731351977956516	1.4801096427773262	0.04488760913549328	0.6368680703016324
CCL18	3.928077652801439	2.4499491736524805	1.4781284791489586	0.438379889350194	0.8747314345801119
TMEM176A	13.848571459684644	12.37160035147159	1.4769711082130534	0.038071650330058215	0.634945875284817
ALDH3B1	9.404285290104351	7.927998947286804	1.4762863428175468	0.012979161286745367	0.634945875284817
SMPDL3B	8.409990914585533	6.935644920331457	1.474345994254076	0.038071650330058215	0.634945875284817
AC129492.6	4.56420921191184	3.0899129787769932	1.4742962331348468	0.01140869765222996	0.634945875284817
FAM150B	8.384275013537712	6.911519865463442	1.4727551480742695	0.19389226062113452	0.7378115023886548
