Name	Mean(log(lung_black))	Mean(log(lung_white))	logFC	M-W U test pval	Adj pval
SLC28A3	3.2509653334089843	4.194667514678738	-0.9437021812697535	0.0029532225230347597	0.06723011073688631
CPA6	1.9953125181605327	2.9376311373202277	-0.9423186191596951	0.0022556002684311904	0.0586005593276303
CTAG2	0.2831115309813955	1.2253132295869664	-0.9422016986055709	0.22583712994924476	0.5228099416087003
HOXC10	0.9835691925853249	1.920241540366681	-0.9366723477813561	0.011156970202062966	0.12715315476844227
STC1	6.5202636236832205	7.456543385221369	-0.9362797615381488	7.418187821517375E-5	0.01047287105468794
RP11-529K1.3	3.120763828016969	4.054682996042061	-0.933919168025092	0.08249286861444771	0.3235056251520934
PDPN	9.28640887519426	10.216988840574835	-0.9305799653805753	8.401916022648948E-5	0.010939394910836966
BRDT	0.6816682432431683	1.607223871375127	-0.9255556281319587	0.01587737460582317	0.15060909556963226
RP11-73M18.2	1.4699984731522815	2.3929345793886907	-0.9229361062364092	0.23254206754084905	0.5316414931024281
PCSK1	1.291676370608703	2.2092428901553447	-0.9175665195466416	0.0018458278798102468	0.053700027711029094
CRISP3	2.824930370546163	3.740246781756594	-0.9153164112104313	0.011436012943021767	0.12840485062781284
ADCYAP1	2.853731398055001	3.7684131674425907	-0.9146817693875895	0.008274054526291819	0.10943143139638824
FAM150B	7.515651210228147	8.4279552500318	-0.9123040398036535	0.003304077753277901	0.0716355524317823
CA8	5.095208628080644	5.998020006578425	-0.9028113784977814	0.004262021812275085	0.08170520131068826
SERF1A	4.867933447743235	5.7696729458715215	-0.9017394981282862	8.401916022648948E-5	0.010939394910836966
GJB6	1.5059755553086367	2.397241138037605	-0.8912655827289684	0.03771766599598636	0.2256616731665255
LYVE1	9.00282489727502	9.887025368986073	-0.8842004717110523	3.292493632716109E-4	0.023423005483994445
SLC16A4	7.70331419896982	8.582599378385595	-0.879285179415775	7.73315104137362E-4	0.03512123360735571
KRT7	12.618973579073955	13.496505779347276	-0.8775322002733201	0.008955684687325771	0.11295078221992863
MUC3A	4.240950779111304	5.11784465014717	-0.8768938710358656	0.05164075126071088	0.2625576108207891
GREM1	3.3456264475770534	4.214028020852907	-0.8684015732758534	0.013826256827258021	0.14082985980873775
H2AFB1	0.3029483213581679	1.1704616257278808	-0.867513304369713	0.0013579430324536235	0.0454611369614805
BTNL3	1.2798876058448616	2.147083372983894	-0.8671957671390322	5.835801297296994E-4	0.031952086931756
TFPI2	6.712040660320726	7.577622193130256	-0.8655815328095295	0.05643819435773856	0.2735832833758676
IL1RL1	8.445907882240116	9.310517519457523	-0.8646096372174075	0.00671003098396461	0.09928433176350492
F8A1	8.199230218652744	9.061897535214033	-0.8626673165612893	1.7684450924759787E-6	0.0011502472151490187
CTNND2	4.233349062487931	5.095970325587328	-0.8626212630993972	0.014201492973774044	0.14248894986625293
MAG	2.8306403770182462	3.6929967609127816	-0.8623563838945354	0.002156387465362619	0.05758376615716132
CLEC18C	1.0200557642245884	1.881075769390736	-0.8610200051661476	1.8138692439495507E-5	0.004857968628060179
DLX6	0.43741862437253853	1.293823302049586	-0.8564046776770474	0.02413854208399413	0.18517739192658006
MRC1	7.582552602339604	8.435903875504332	-0.8533512731647281	0.0187656208123802	0.1628977532102327
GTF2A1L	2.0323783656187935	2.880440180226791	-0.8480618146079975	6.444145727402262E-4	0.03296651179422753
STON1-GTF2A1L	2.6882823679211745	3.5315024291876123	-0.8432200612664378	0.004379763698486361	0.08231605415565904
CACNG4	6.976925583867837	7.8126212128047845	-0.8356956289369473	0.014860045008631584	0.14550061274042925
CLEC4G	2.8202268000304236	3.6489792498796167	-0.8287524498491932	3.7036850367178076E-4	0.02516847458533758
RND1	8.797702873828896	9.62609573900508	-0.828392865176184	0.00949936838775367	0.11744908151919203
PCDHB8	3.2372140868244665	4.065470604207052	-0.8282565173825853	8.522652729175961E-4	0.036602338042009824
CFHR3	2.083845328606124	2.9119474183217973	-0.8281020897156735	0.0017748937939204845	0.05281759113542461
DSC2	6.63129654193906	7.459071896329557	-0.8277753543904973	2.614531460299885E-4	0.0209761440330315
PENK	5.966282413000247	6.793435820702549	-0.8271534077023022	0.11981599800794762	0.3848481403387552
S100A8	12.013842307425843	12.840631525027693	-0.8267892176018492	0.09760929793161954	0.3499331759706014
ASPG	5.076425640793285	5.898873437994114	-0.8224477972008293	0.024625907421987003	0.18710347349571435
HOPX	12.766923632211142	13.588735982261062	-0.8218123500499193	0.004880787066496084	0.08481764699907127
TWIST1	2.6918879772814788	3.5091931382662964	-0.8173051609848176	0.009552652475245837	0.11778802090668734
KRTDAP	2.7301667844556468	3.5469568613477493	-0.8167900768921026	0.08080722550595054	0.31992634585095026
IGLON5	0.879235355943099	1.6921352161738044	-0.8128998602307054	1.9543468625116134E-4	0.017796282530030752
RSC1A1	1.5950664473998166	2.407906355633246	-0.8128399082334294	0.05910187457725302	0.27762789264919574
RGPD2	4.487942568227963	5.299565168821178	-0.811622600593215	1.8596871938847404E-4	0.01736852470514302
HP	10.076918040568259	10.887248255204865	-0.8103302146366058	0.18432565628358144	0.4739430823431576
S100A12	7.852559650514798	8.65729240976591	-0.8047327592511122	0.07882148684030199	0.3166071721075386
ENPEP	6.000796699993424	6.804497495705915	-0.8037007957124906	9.395267862732926E-5	0.011882404049728615
GKN2	10.232065430895737	11.03438732843775	-0.8023218975420132	0.19306012947424211	0.4847664522245826
NAMPT	11.251539281863545	12.053382752755724	-0.8018434708921784	8.376402104059988E-4	0.036408361603613486
COMP	5.380472928690653	6.180132322527116	-0.7996593938364622	0.08198420879555957	0.32227420906210463
KLK8	2.005621541161165	2.8042391762288217	-0.7986176350676568	0.13669638870016532	0.40986411442334714
OVCH1-AS1	1.6520595590910243	2.4445902519079015	-0.7925306928168772	0.0030566417633345333	0.06847178326426633
CYP3A5	6.8256473228118235	7.612453209089576	-0.7868058862777527	0.006927265069425315	0.10068583515113633
CLC	4.140783698403781	4.9246563437985635	-0.7838726453947826	0.05820261870642507	0.2758943497869374
CTD-3214H19.16	4.811278645145989	5.594007267389657	-0.7827286222436678	0.03971067230618708	0.23061567730876248
ANO5	4.428901456433967	5.2100686977282	-0.7811672412942334	7.186186200645039E-4	0.03423234529971592
STEAP1B	3.040079747655519	3.8190679602309423	-0.7789882125754235	0.005953263533738817	0.09395219711997516
PAPPA	3.6574824416193246	4.435531581986554	-0.7780491403672296	0.004880787066496084	0.08481764699907127
DEFB4A	2.9205947419302194	3.698623775589628	-0.7780290336594087	0.2413134027816578	0.5398353631568054
DEFA1	7.693039653847409	8.467724178929046	-0.7746845250816374	0.04208324158843557	0.23713489969325144
TNC	8.839483824412431	9.612380241509019	-0.7728964170965877	0.02575374546668041	0.19058399530239076
ASPDH	2.044686765984562	2.8131288612067387	-0.7684420952221767	5.058998348146382E-4	0.029720799327884486
SCEL	9.797946475515262	10.555874024825153	-0.7579275493098905	0.0224980311295917	0.17947181030754447
HMSD	5.288019024227748	6.0455667874170995	-0.7575477631893515	0.039158455701590045	0.2291625306032641
CCL24	6.329785098405763	7.085830671771675	-0.7560455733659124	0.010413322891753451	0.12243217334061579
ADM	8.667435858583076	9.421412097744874	-0.7539762391617977	0.007192126737077809	0.10281241140946706
CSF3	8.04590223832684	8.799590852706775	-0.753688614379934	0.05833038358705933	0.27606885288137334
SERPINB3	3.5086533057363627	4.26233053022517	-0.7536772244888073	0.058586612367889535	0.27641952964870575
C1orf167	6.615285592667506	7.366373307293048	-0.7510877146255419	0.015098818927387514	0.14657650238113765
GABRB3	3.9878762952241162	4.737608526583035	-0.7497322313589185	0.056687495521811626	0.27384420913613616
IGFL1	0.39512703899166907	1.1431250066210628	-0.7479979676293937	0.29837850789689824	0.5970192689319173
LY75	6.785638174890125	7.533009600430739	-0.7473714255406136	1.0624046837393042E-4	0.012729285592276452
DUSP13	1.1295480178514756	1.8765095077095015	-0.7469614898580259	0.009525977208262981	0.11753868354802535
LRRC37A2	7.121539037574266	7.8662475817125435	-0.7447085441382777	1.9419974517376204E-8	5.0525225130065064E-5
PRG2	2.5352199820411943	3.277001583832692	-0.7417816017914975	0.0030854146403359595	0.0687779332066077
NPTX2	3.1382656049347415	3.8798641844099855	-0.741598579475244	0.0428673562067462	0.23962562653077402
RP11-201K10.3	0.5628344213140634	1.3034671153038158	-0.7406326939897524	0.09606211115323282	0.34732641817007665
PTGER2	6.360018744097876	7.098211586127269	-0.7381928420293935	0.0012572200148933677	0.04403171329084233
SH3GL2	4.603410149170349	5.34100554931832	-0.7375954001479705	0.0010295380302227652	0.03980880383528025
KRT23	3.8209136409160123	4.556687738559929	-0.7357740976439167	0.1487516550060216	0.42716258924151146
XG	3.2889716405011757	4.0244890974729985	-0.7355174569718228	0.03762913399026124	0.22535409017778288
BPI	3.4987972830023635	4.233820877245661	-0.7350235942432972	0.006749066699056616	0.09928433176350492
IL1R2	6.252288420254134	6.984300873734324	-0.7320124534801904	0.016603679546288497	0.15357349512290813
CEACAM6	12.08230763922413	12.805875753344289	-0.7235681141201589	0.04926184664328814	0.25567305530566076
TCN1	2.675982689605146	3.39819955946301	-0.7222168698578639	0.08700921304998144	0.33116233815386875
FAM155A	3.9327092816196454	4.653061365954861	-0.7203520843352158	0.001422844271227075	0.04691705584429214
TMEM233	3.581075628907314	4.301261908132269	-0.7201862792249552	0.0020347080566728293	0.05555637650393638
CALML3	2.425330776138472	3.1451803965350362	-0.7198496203965643	0.2321659049435557	0.5311148675834739
FAM110C	5.880507054513689	6.599298186402122	-0.718791131888433	0.006275488113881567	0.09628406868577176
GPR97	5.438518262992121	6.157164016532401	-0.7186457535402804	0.004666042417973748	0.08421998465424965
DOCK5	7.0076898432873005	7.72624371608323	-0.7185538727959297	1.634474183065393E-5	0.004651100597185459
PLAT	8.826157961615932	9.543942382585875	-0.7177844209699433	0.00491008536166293	0.08508322988259304
ALDH1A3	7.419231465411666	8.133458495014821	-0.7142270296031556	0.001140055412625296	0.042029735171522045
OXCT2	2.6300734514479305	3.3415970074186467	-0.7115235559707163	0.0026200452445018785	0.06261976901951209
VNN2	7.416664259759334	8.126802662033322	-0.7101384022739881	0.0049691596766544555	0.0856312490285316
BST1	7.975389982324252	8.684052528412275	-0.7086625460880231	7.067481199440895E-5	0.010338729203428461
ATHL1	8.675642288549598	9.383939382954456	-0.7082970944048572	0.005832035026816174	0.09316931746348786
AC007382.1	3.8343518734264515	4.542527352891105	-0.708175479464654	0.10523226348372938	0.3640056946943361
PTGS2	8.777944539084206	9.485463896576087	-0.707519357491881	0.031247430880893545	0.20731446674055853
GFPT2	7.305642801434133	8.013158445028841	-0.7075156435947081	0.0010908826585807052	0.040794979421092
LRRC37A	4.326391397495101	5.031602169698819	-0.705210772203718	1.4849924127480207E-5	0.004651100597185459
OXGR1	2.59709079667689	3.3020992828654006	-0.7050084861885106	0.019157163189670756	0.1643383212483673
TNFRSF6B	6.25639740197703	6.960350868730753	-0.7039534667537231	0.0237785268657158	0.18395820791941023
MAPK4	5.657913007274121	6.36178431151403	-0.7038713042399092	0.03472251920439018	0.2179071398174893
SULT1E1	3.7074317098167	4.41019114497738	-0.7027594351606798	0.02926625999816901	0.20143504425043612
IGF2BP2	6.968709492132293	7.668844037915471	-0.700134545783178	0.004147157702726556	0.080606228476047
ANPEP	9.121533748205325	9.819702629363775	-0.6981688811584501	0.004459888144808133	0.08304394398973003
SLC16A7	4.6393237927082245	5.336219749197173	-0.6968959564889481	0.004366537203477239	0.08231605415565904
ATP11B	7.821539487854916	8.5174709666426	-0.695931478787684	7.97524798142879E-5	0.010889227541542076
SLN	4.087667767964333	4.782171878120389	-0.6945041101560561	0.009714107375183523	0.1187337741723774
ERRFI1	10.326666690052852	11.019553966694595	-0.6928872766417431	8.731384791094143E-4	0.037066661961633225
DPP4	7.94024788048177	8.631895961607162	-0.6916480811253916	0.04036326415304248	0.23277256705358126
S100A3	7.5964187217725545	8.287583361492313	-0.6911646397197586	0.005883714944964646	0.09366627323225188
HS3ST3A1	3.321034360099159	4.012062666994158	-0.691028306894999	0.010298522781403197	0.12179006291877598
HAND1	1.213921155401971	1.904605763422169	-0.6906846080201978	0.005970766034023689	0.09398408903339622
KLK5	3.1100032052568034	3.799014303928006	-0.6890110986712026	0.3924327924428421	0.6783395990858999
THBS1	11.175127505248005	11.86297375934451	-0.6878462540965042	0.004109498435036385	0.08013081959195144
PRKG2	5.168208903139375	5.855761011395543	-0.6875521082561686	0.0077714588610332536	0.10697944729942374
SYCE1	2.438239838039148	3.1239009501705532	-0.6856611121314051	0.02969692413330227	0.2029031415925282
EPB41L3	9.094361756615447	9.779962748089714	-0.6856009914742671	0.001171325688917535	0.04266436689313229
HBB	14.541282326031011	15.22672862756929	-0.6854463015382795	0.0639106113022806	0.28774784994737557
MMP8	1.8777637412619645	2.559895626688816	-0.6821318854268514	0.014087989679199331	0.14206559692003223
KIT	7.782048903873794	8.464130559607703	-0.6820816557339091	0.03342244474905165	0.2135752855332381
KLK6	1.2415511661502827	1.9228854459956042	-0.6813342798453215	0.20724550812743048	0.5013089645393497
SPRR2A	3.313604978321583	3.994005881117603	-0.6804009027960198	0.1897903457450384	0.4808655782844517
SIRPB1	8.467948540114806	9.147472040743365	-0.6795235006285587	0.001427587785110207	0.04691705584429214
GABRB2	3.2334860177120226	3.9126929977062166	-0.679206979994194	0.006005910201603903	0.09404955854824616
NBPF14	6.940513827963811	7.618921260580945	-0.6784074326171332	8.09347884322964E-6	0.0029031732013084935
ADAMTS4	6.916647936862044	7.594647473246718	-0.6779995363846743	0.01881417767926441	0.16300846997847926
AREG	9.485376698153065	10.162676072788088	-0.6772993746350231	0.026859670609919784	0.194345777174358
VCAN	8.687175771858348	9.364052938048527	-0.6768771661901791	0.0030757963545916533	0.0686475529532147
COL8A1	9.263332699626634	9.939777755543645	-0.6764450559170108	0.002177304244208811	0.05783898706207441
CELA2B	3.0712626800623672	3.74719501285749	-0.6759323327951225	0.10358935643039835	0.36134253194989746
BASP1	8.505126108759157	9.179964946476105	-0.6748388377169476	0.002412279504773296	0.06051299495996042
ANGPT2	5.755878037973536	6.428691384783807	-0.6728133468102708	6.111274336295658E-4	0.032734861239004855
ESRRB	0.9882510822952338	1.6598557591545835	-0.6716046768593497	2.157406461785749E-4	0.018889753116366377
GYPC	10.71897431416536	11.390520350333942	-0.6715460361685821	1.0211992928232938E-4	0.012566271297903936
MEDAG	6.2953545074391775	6.965835360150502	-0.6704808527113242	0.01124930509185651	0.12740817433637486
MICAL2	9.616154485839324	10.286393749604155	-0.6702392637648309	0.001308877058468605	0.04487290033213721
HAL	4.068506148773384	4.73845338496969	-0.6699472361963057	0.06267912021979793	0.2850217571642847
LIPG	5.479949741028277	6.1492620740752955	-0.6693123330470181	0.01554535897049758	0.1490063566161589
TDGF1	2.1004590134894987	2.7684057861285147	-0.667946772639016	0.03649421484468229	0.22265750108923077
VSIG1	3.820931134188779	4.488439057016869	-0.66750792282809	0.054355765108777154	0.27010291791570246
FBLL1	1.2539473112555162	1.9208898207359788	-0.6669425094804626	0.009714107375183523	0.1187337741723774
NAMPTL	6.946138067195973	7.610258391667293	-0.6641203244713205	0.014702716728613452	0.14489495511986375
CT45A3	1.220756932557379	1.8841571320737593	-0.6634001995163803	0.5049875879454687	0.7594412842000723
PDGFRA	8.41230832957912	9.074981180855026	-0.6626728512759055	0.0029624905966362247	0.06727291614206848
PGAP1	5.786668557084634	6.448248161342907	-0.6615796042582724	8.552185563976966E-4	0.036602338042009824
SAMSN1	8.347436734945921	9.008700148406536	-0.661263413460615	7.012003043411763E-4	0.034230238655574625
HIST1H2AL	0.7465228801052207	1.4076172506811004	-0.6610943705758797	0.00511966754137283	0.08705824954573481
GPC3	10.478463117843543	11.138476493972579	-0.6600133761290365	0.039158455701590045	0.2291625306032641
FOSL1	7.0358960532767805	7.6953127584325305	-0.65941670515575	0.03117205227037867	0.20719175764530523
ADAMTS9	7.5641015437279995	8.221935374242854	-0.6578338305148543	7.89638273869242E-4	0.035420916856420286
SELL	7.934608562572019	8.59215842292467	-0.6575498603526517	0.013279814571946602	0.13772891969492682
SBSN	2.0155550951056935	2.6712056863613762	-0.6556505912556827	0.2218082291029687	0.5182924645141476
FGF7	8.227174871429844	8.880743632289215	-0.6535687608593719	0.01621561013799111	0.15184448039391704
AC117834.1	0.4707706217413255	1.1220775235343523	-0.6513069017930269	0.4524611071204101	0.7249887104413961
RP11-231C14.4	7.670263624747734	8.320705213510355	-0.6504415887626207	7.161059152083205E-4	0.034230238655574625
SERPINE2	7.269482319973197	7.919630453019786	-0.6501481330465886	0.0245645242182152	0.18702722201594282
ANGPTL4	7.613582871841941	8.263527907272401	-0.6499450354304601	0.035221061264466336	0.2184761470532905
PDE10A	3.681974853090228	4.330930950043429	-0.6489560969532011	0.013532399141862328	0.13923844811954617
TUBB2B	4.7333796107347	5.382229785139234	-0.6488501744045339	0.08630167458287308	0.33026394147999255
EP400NL	6.102551017671396	6.750781995438412	-0.6482309777670157	1.3641081990645176E-6	0.0010351307717234581
TRPA1	2.791522590449109	3.4394852965026312	-0.647962706053522	0.02232814777273273	0.17866442321485435
HDGFRP3	8.36282211913834	9.010521289244165	-0.6476991701058257	0.0016842112929725817	0.0517248837565205
EFEMP1	11.853846395611614	12.501412680909045	-0.6475662852974313	6.242455022563709E-4	0.03296651179422753
RP11-872D17.8	4.494862975929085	5.142403587259254	-0.6475406113301698	0.015422437236017217	0.14813999311305145
KRT86	2.4578755069156393	3.105256446002585	-0.6473809390869456	0.006058975970624214	0.09447437532278098
MGAM	3.7295028217167396	4.37632100664321	-0.6468181849264707	0.0072963931293087425	0.1033296358250162
GPRC5B	7.287700306169645	7.933344817622135	-0.64564451145249	2.9026542206211925E-4	0.021934912309524133
SRGN	12.616666542400088	13.261078046739208	-0.6444115043391196	0.0020085383903081233	0.05555637650393638
PPP2R2C	1.7724842115731434	2.415634753821905	-0.6431505422487618	0.11575070773123886	0.37921422723535203
IL1RAP	7.161794677677017	7.80490521849098	-0.6431105408139626	9.386360136071081E-4	0.0380722473937921
AP001579.1	0.0	0.6429361175871237	-0.6429361175871237	0.40914910037245134	0.6919969739954572
SLC16A12	4.556137747074735	5.198676549875459	-0.6425388028007237	0.008657643173499152	0.11166642880720011
MFI2	4.989481148811413	5.631473378692305	-0.6419922298808922	0.0025870514071562045	0.062075599772238206
KIRREL3	2.725417248757517	3.3655031233995514	-0.6400858746420344	0.004313992536365774	0.08209658523750625
LDHC	1.646905588048963	2.2869029872349778	-0.6399973991860148	0.09878270639656206	0.35240561192834247
CTD-3214H19.4	1.2268153631261671	1.8659308444251088	-0.6391154812989417	0.030206242937911854	0.20420048121204554
INHBB	6.290539416698404	6.927247450424239	-0.6367080337258351	0.05975123633329793	0.27880848478145576
GNG4	2.0113229914775568	2.647305714567957	-0.6359827230904003	0.07449856283823397	0.3089883458004821
IGFL2	1.796026372559421	2.4317860950393886	-0.6357597224799676	0.0575672771740835	0.2751746067964327
PTHLH	4.4153665152908985	5.050816638457869	-0.6354501231669705	0.10237060630707384	0.35915497631755516
PLA2G4A	6.548464704235687	7.183268395631665	-0.6348036913959785	0.0093411029633933	0.11628172738846122
BMX	5.466078973634346	6.098197069825592	-0.6321180961912463	0.008955684687325771	0.11295078221992863
ARG1	3.3889388545771553	4.0157959823065354	-0.6268571277293802	0.01251290018182094	0.13436611916941213
ZNF728	1.1966882249156483	1.8233631532544496	-0.6266749283388013	2.0849738680861485E-4	0.018613502002737717
INA	0.8064741618658289	1.4315472571437913	-0.6250730952779624	0.03042680965351141	0.20515848108469079
CRISPLD1	5.532850999293188	6.155242101627535	-0.6223911023343476	0.02493482069423325	0.18819571906719804
F5	5.1066756752096625	5.728762794903367	-0.6220871196937043	0.07052076526544371	0.3011311083269076
SULF2	8.453850443090673	9.075017414839339	-0.6211669717486661	0.014125734838688953	0.14228865203661684
IFITM5	0.7759512835265295	1.397057581437011	-0.6211062979104814	5.357369743640428E-4	0.030490130553493585
CDH4	2.304122741587003	2.9240561645975682	-0.6199334230105653	0.021991724552647418	0.17706157716746895
ZNF600	6.471804279769512	7.090889960737036	-0.6190856809675243	5.33408893133025E-6	0.0025022982693321373
BX088651.1	1.2686479123337624	1.8875859047742942	-0.6189379924405318	0.0025625558258535186	0.06200998698635325
THBS2	7.138191641851203	7.756954607471072	-0.6187629656198688	0.027596919133832998	0.19704001623740608
CEACAM1	6.858198706621802	7.47613123138753	-0.6179325247657284	0.008487908999909921	0.11097042261763064
RAB31	10.062564778510868	10.679999720003556	-0.6174349414926876	5.3585346202478235E-6	0.0025022982693321373
CLLU1OS	0.5556178119983155	1.1729485417263252	-0.6173307297280097	0.05871507688000255	0.27681050482490455
RNF212	6.047191373015216	6.664474746429853	-0.6172833734146375	0.0227836673222781	0.18080006504284477
ENPP2	9.714872099319791	10.327286976931644	-0.6124148776118528	0.0016731807016272526	0.05164233058714189
MYL4	4.324128024758968	4.936265210184183	-0.6121371854252144	0.0025062221608125324	0.06159692036804027
MT1X	11.716153871128844	12.326691328534219	-0.6105374574053748	0.020795618096250523	0.1723065499403615
GATSL2	3.979272127966494	4.5880705666101225	-0.6087984386436283	0.032709621988286974	0.21124384242931998
CLEC4D	4.301809406480277	4.9101285166355915	-0.608319110155314	0.009960851605089305	0.11966162891285384
PI15	2.875089907485856	3.4824733367714726	-0.6073834292856168	0.024503273626976352	0.18687337491394193
C19orf59	10.634870818828269	11.240668712985459	-0.60579789415719	0.04718940699735463	0.2501931529070808
PHACTR3	6.821763247367021	7.426421155764428	-0.6046579083974075	0.04045722984608369	0.23309303067284914
