Name	Mean(log(Gtex_black))	Mean(log(Gtex_white))	logFC	M-W U test pval	Adj pval
PRSS45	3.3480367486600486	2.582807252508594	0.7652294961514547	2.5057733665789783E-13	5.850659557966199E-11
PIGR	8.802532667396562	8.043703702145661	0.7588289652509008	0.015653841876077657	0.09724644111449615
UTS2	2.218565436856567	1.4601661219865198	0.758399314870047	7.380529540856884E-7	4.123135091965815E-5
GSTT2B	6.628515883642987	5.87564241100939	0.7528734726335973	1.532107773982716E-14	4.04387634489467E-12
NPIPA8	4.9673160413348665	4.223535035076174	0.7437810062586925	1.4195963550789337E-5	4.933910079904111E-4
SULT1A1	10.211883755041603	9.47573797515231	0.7361457798892932	4.865967628830958E-10	5.8301975300177244E-8
CD1C	5.652098636594238	4.917162087167716	0.7349365494265223	5.995364316113694E-9	5.601021635484379E-7
CRYBB2	3.3528819827309464	2.633881456256392	0.7190005264745545	1.5543122344752192E-15	5.146751711684126E-13
C17orf97	7.484421035427429	6.76944860523157	0.7149724301958589	0.0	0.0
MZB1	7.647329139313956	6.932625236726528	0.714703902587428	4.369432068731527E-4	0.0073477467069010685
AL359736.1	1.3867811495187345	0.6967108905776229	0.6900702589411116	2.4616968081758728E-6	1.1407741035750381E-4
UGT3A2	2.059692234004451	1.3730908160929163	0.6866014179115347	4.4904757690034103E-10	5.4159301129198745E-8
EMR1	3.5100328295085763	2.831303760874588	0.6787290686339884	8.0226586374188E-8	5.707369496276218E-6
KLRC1	4.471681460507974	3.8050797050121963	0.6666017554957779	4.735656311538605E-12	8.455467916249126E-10
DNAH10	3.596742218723053	2.9359012679501224	0.6608409507729305	5.364232391613655E-10	6.385189563141692E-8
PCSK1N	6.810643573314865	6.153303291595769	0.6573402817190956	1.285781570373734E-4	0.0029040287987866127
KHDC1L	2.116599710513407	1.4654749813039774	0.6511247292094298	1.1300123059498901E-9	1.2548648851194755E-7
SCAMP5	7.398907747268758	6.749014270751294	0.6498934765174642	9.71667191151937E-13	2.0109094187794406E-10
BTBD16	2.920994745166693	2.27725817364998	0.6437365715167132	5.4675153293715084E-12	9.57446049793403E-10
C11orf21	4.938332664708628	4.294624707954478	0.6437079567541497	1.096123192212417E-12	2.2429882670306224E-10
TNFRSF17	4.423228138957731	3.7796027012338826	0.643625437723848	0.0012881632485459704	0.016602992981259175
VNN1	5.024863926220888	4.390272926407465	0.6345909998134234	5.3183264792089346E-8	3.961063806660127E-6
DOK7	5.074205430715183	4.444379779781695	0.6298256509334879	1.5698786715034885E-9	1.7120137943366186E-7
ALG1L	5.1901053366776155	4.561845682159018	0.6282596545185974	5.997140450908489E-9	5.601021635484379E-7
EXOC3L4	6.406667600238605	5.78248996143643	0.6241776388021751	2.598049139934666E-6	1.1948401751638924E-4
ACOT1	8.056887644496262	7.436095313323037	0.6207923311732255	3.969935491454635E-12	7.230046517037181E-10
CCL15	3.6561177800530085	3.036593492567579	0.6195242874854294	0.0022273629805111828	0.024723607953263813
PLA2G4C	8.55318530457331	7.937537780834883	0.6156475237384269	1.2656542480726785E-14	3.3897198773381792E-12
PNOC	4.130648728154488	3.516250691344468	0.6143980368100195	8.617500608876227E-6	3.2970991825389466E-4
SNX31	3.335541982395298	2.7218568294991594	0.6136851528961387	9.554555948643184E-7	5.1080106374921274E-5
TTC24	2.1985053490424336	1.5871697326908474	0.6113356163515862	9.477929552303976E-11	1.3277850231273846E-8
USP41	5.312341939492345	4.701392049028668	0.6109498904636776	0.0010508027918418872	0.014302855340078063
CETP	4.840191432629854	4.229428778782711	0.6107626538471429	1.4640958999057041E-5	5.061882935215795E-4
RP11-683L23.1	2.589524851851269	1.9804608917527577	0.6090639600985113	3.49519609921245E-8	2.779672985102932E-6
MYOC	7.877848929155814	7.26954293531118	0.6083059938446338	2.3240357351561602E-4	0.004605586377438954
HPR	4.2949846499812585	3.689297008587893	0.6056876413933656	0.07488600659070366	0.25977599086283715
MIXL1	2.250952347869971	1.6460127865858611	0.6049395612841098	8.250366689832589E-8	5.823863494388802E-6
CD79A	6.77849700032353	6.175115400470081	0.6033815998534493	8.079160214443659E-4	0.011808801430613799
PLD4	5.231194729882961	4.630475686426594	0.6007190434563663	1.5753741267054977E-7	1.0432986762022008E-5
LRRC36	4.12353896755462	3.524148889702626	0.5993900778519943	3.2428369309833727E-6	1.4369475957924375E-4
PF4V1	1.8171417639845573	1.2177534275076074	0.5993883364769499	3.900494934061527E-5	0.0011257656693998183
GZMA	7.071499441698273	6.474714122928449	0.5967853187698235	6.86497347490711E-6	2.7061666001084047E-4
SMIM17	3.11471939489065	2.5207622880438354	0.5939571068468146	5.18030063290098E-13	1.1366703027276224E-10
NLRP2	6.2430591080476265	5.650215468349485	0.5928436396981418	5.239411480274514E-4	0.00846547381255257
CD180	5.0611030954131415	4.471472921787137	0.5896301736260048	2.3321297892842097E-8	1.9393948731709604E-6
MMP7	5.707269209608655	5.118265363354881	0.5890038462537737	0.021700034600011464	0.119976026149183
SLC22A16	2.213370696807836	1.628996706286314	0.5843739905215222	2.1652857284948368E-10	2.719598874989515E-8
PRSS46	2.095989986213553	1.5124800434602474	0.5835099427533055	2.0309726123102223E-9	2.138038914184611E-7
GJB1	5.835771868281344	5.253819845103294	0.58195202317805	0.01835942001211477	0.10775435296829977
AQP5	5.735254561481817	5.154817450496455	0.5804371109853621	0.008572508923046063	0.06478113382013066
FCRL5	4.319666385289324	3.740664512245467	0.5790018730438566	4.0384771635548766E-4	0.006945112946426952
TBC1D3C	5.821135599396864	5.242792953589065	0.5783426458077985	5.93879700971911E-9	5.601021635484379E-7
GLDC	4.947068685309903	4.371758769607716	0.5753099157021868	3.7600060822851056E-4	0.006603397374211798
SCTR	4.580292134118211	4.006045227876997	0.5742469062412141	0.0012733350970010049	0.016501503971489525
NBPF16	7.446776651492113	6.87262017063283	0.5741564808592834	0.0	0.0
SPDYE2	5.108194390996777	4.538586951946653	0.5696074390501247	0.0	0.0
ZG16B	6.304142599813936	5.734754563134354	0.569388036679582	0.013047451112216613	0.08647022549333659
PIGY	4.180951819287963	3.6146092069194777	0.5663426123684854	0.05546039765863742	0.21712054216661753
ANKRD45	3.653377066981562	3.0877024274481943	0.5656746395333676	1.6195452812173272E-7	1.0648071718963884E-5
AC007952.5	4.3324813432207545	3.767795170120479	0.5646861731002755	7.491673947868094E-12	1.275124915313773E-9
LTK	5.37689547306093	4.813411633892058	0.5634838391688719	6.864329577005446E-5	0.001796166239316425
POLR2J3	11.016335465671014	10.456451449224815	0.5598840164461993	0.0	0.0
SYT13	4.592249927543558	4.032861763837403	0.5593881637061555	0.0013532692226035925	0.017210711649480886
CCR6	3.3410148768932992	2.7838387152052775	0.5571761616880218	1.1755989082784524E-4	0.0027135623976637735
FOLR1	7.064572007601117	6.507527444006631	0.5570445635944861	0.0358365481739884	0.16535475433105568
DDO	5.940963829670967	5.3866082543863625	0.5543555752846041	7.1499350884352E-9	6.543448132190042E-7
NKG2-E	2.5386363261125067	1.9846627917588884	0.5539735343536183	9.325529858439374E-6	3.5017845315855233E-4
SERPINC1	3.3676701497019983	2.8141885740454886	0.5534815756565097	8.250067295989538E-13	1.7676497128771937E-10
CSMD1	2.4080537886240685	1.8554889633241478	0.5525648252999207	3.1257522792316195E-8	2.5413482370252794E-6
CCDC110	5.276935667660667	4.7246465508079805	0.5522891168526867	2.933543186145471E-9	3.00144317449895E-7
NOTCH2NL	9.235615590260933	8.683643172910857	0.5519724173500755	0.0	0.0
PTGER1	4.145295371684018	3.596079196905452	0.5492161747785658	8.192935000428392E-7	4.4673572523293975E-5
CD3D	7.2417558309805905	6.695126956054128	0.5466288749264621	1.0116695164708034E-5	3.752449131154026E-4
PRR15	6.39486469771609	5.850440238866241	0.544424458849849	0.0014886052420319817	0.01841744474720547
FER1L6	2.9682290372130136	2.424300734620322	0.5439283025926915	0.004874016397247494	0.04357538979312358
XCL2	4.444635982189236	3.9021517186659995	0.5424842635232361	1.887887502208807E-4	0.003933890982863478
PRR4	8.566473693993983	8.025780018699043	0.5406936752949392	2.0342616480206743E-12	3.8591638680992213E-10
DPYSL4	4.838441617364351	4.298819306323693	0.5396223110406586	2.861540415510788E-6	1.3028593511820618E-4
BTNL8	4.904971674024221	4.367023752163283	0.5379479218609378	0.0027120437752869986	0.02835346798824731
MRC1L1	7.185442443372127	6.650034526732833	0.5354079166392935	6.756413481523449E-5	0.0017730230882637616
L1TD1	2.9382829911460715	2.406889017275717	0.5313939738703546	2.425973533048964E-5	7.79220987370154E-4
FCAMR	2.0432123936915563	1.5119255452036857	0.5312868484878706	0.00505815742750626	0.044739758654562416
ENTPD8	4.3819609373895485	3.855375182415577	0.5265857549739716	0.0015803513309065043	0.01929045471747269
GOLGA8M	4.789794210559113	4.266315702249313	0.5234785083098004	1.2179515740395885E-7	8.245849095319325E-6
NUGGC	3.843302340947667	3.320299978963279	0.5230023619843878	1.8823231841746946E-4	0.003926789213080131
GSTM4	10.464315065260207	9.942519817483351	0.5217952477768559	0.0	0.0
LAIR2	2.223252733930132	1.7031539347956943	0.5200987991344375	2.8848018922766894E-4	0.0054107118498602546
PRSS50	4.4852606942504245	3.965305644011837	0.5199550502385875	1.0826955170961661E-4	0.0025409859223396104
FRAS1	6.589506659408148	6.070342418603948	0.5191642408041997	1.8562492836160516E-5	6.20293797306707E-4
SPDYE2B	2.9467289420053073	2.43044884086506	0.5162801011402474	3.3306690738754696E-16	1.1665027917965394E-13
FAM155B	4.330912109175967	3.8155968275915972	0.5153152815843693	4.6680037457780266E-4	0.007756723012601225
HECW1	3.48467104155	2.97075820862312	0.5139128329268798	1.1189008313539084E-5	4.067349688745984E-4
UPK3BL	10.272054125031293	9.759186353323514	0.5128677717077785	3.056386425059898E-7	1.8719317425550917E-5
MUC4	6.348106716296915	5.835741812121224	0.5123649041756906	0.0026927083886999492	0.028216113449369088
ATP6V0E2	10.009725743622079	9.498740433896455	0.5109853097256245	9.334957251638798E-10	1.0625515091677862E-7
HKDC1	5.028647822720291	4.518063943233664	0.5105838794866271	0.0035913963461339238	0.03507051488246167
JAKMIP1	4.048561034475068	3.5396280689287996	0.5089329655462689	5.9493636683782825E-9	5.601021635484379E-7
DMBT1	4.9179682833032965	4.4118343163550895	0.506133966948207	0.05730386287853262	0.22176327045130387
NUTM2A	5.232649834509203	4.728833285204916	0.503816549304287	1.199040866595169E-14	3.3086261003683664E-12
LGALS2	5.9835202789873225	5.480066530289471	0.5034537486978516	0.025045932790705328	0.13137572810608453
AMPD1	3.3435026082954145	2.8409787100241557	0.5025238982712588	2.9785493271161645E-4	0.0055295963654882355
KIAA1324	7.471453900835155	6.969413288811179	0.5020406120239764	0.006447682057220905	0.052965803169195816
CCDC74B	6.052953424466103	5.553524046368389	0.49942937809771415	7.944518053248917E-5	0.002012316589510004
GZMK	5.599610907556561	5.100736739996872	0.4988741675596886	3.295941260914592E-4	0.005937258382173744
UBD	7.480551456218741	6.981730716015435	0.498820740203306	0.0021334958853016506	0.02396991182178511
DAPL1	6.387786457418934	5.889093793725365	0.4986926636935687	0.031712605698491436	0.15303390963988503
CFTR	5.16194848586532	4.6632891775812695	0.4986593082840507	0.006314513162907098	0.05217754463567184
ZSCAN31	8.25205509645709	7.756960405085126	0.49509469137196405	9.603107198330463E-11	1.3350518190533924E-8
PLA2G2D	3.0781216928004604	2.5834874695314802	0.4946342232689802	0.0020552073955771855	0.023262546356899755
SULT1C2	5.5926162585508115	5.098257727443326	0.4943585311074852	0.024546206743975674	0.12961308124711074
REG4	3.3292073628536776	2.837717339696301	0.49149002315737667	0.04282969054195496	0.18576192525603327
SYT5	3.3743402339493827	2.88378195185958	0.4905582820898027	2.0951235307864469E-4	0.004239598860298086
CXCR3	4.936621629045812	4.447578205686118	0.48904342335969364	5.0970804910455136E-5	0.0014043574871848848
EFCAB1	4.66027030433556	4.171662053564974	0.4886082507705858	0.001190518516817507	0.015722786967571022
SLAMF7	6.551341931708846	6.067072504828738	0.48426942688010755	8.608984656134355E-4	0.01232820289872218
TLR7	3.8587646535957663	3.3752292370624475	0.4835354165333188	2.442557152027014E-5	7.804184360125611E-4
SOX30	2.3896609723961957	1.9063881482139151	0.48327282418228057	5.1500853581742945E-9	4.962611351485198E-7
CLCNKA	4.629551157177919	4.148807643590578	0.480743513587341	2.8677067593507743E-4	0.005389749793735429
COL4A3	6.294833522615847	5.814869095617923	0.47996442699792397	0.0018660198645946702	0.021590821965691318
FBXO39	2.875196917726862	2.399191340687564	0.4760055770392979	2.200905968585687E-8	1.8508336672244643E-6
WBSCR27	6.508432381132322	6.032775875593743	0.47565650553857886	4.3218912593179226E-7	2.5472583694077026E-5
ATP10B	4.214290488823319	3.7414988779880862	0.4727916108352326	0.008422619049186286	0.06388702129270331
ENPP5	6.8153282135096935	6.342994805426916	0.47233340808277724	8.073382855693367E-4	0.011808801430613799
GLYATL1	3.5798901031890265	3.107824287840397	0.47206581534862924	0.007235408090835005	0.05769319271028332
NEU4	4.1861930178729985	3.7145147538708785	0.47167826400212	7.906821430680999E-5	0.0020055575472919546
RIPPLY2	3.1574454227066697	2.6859025066968223	0.47154291600984743	1.5569142680471604E-4	0.0033795616984117864
LILRA3	3.2768947679133356	2.8055509259076437	0.4713438420056919	1.5156059213872197E-4	0.003309618110348207
LGALS4	8.269723102518668	7.799346753799142	0.47037634871952605	0.021281182707689528	0.11845137514438926
TSKS	3.394787953818406	2.926210055958026	0.46857789786038007	1.9835158693304322E-7	1.2685153743311649E-5
CD40LG	4.138590678415418	3.674044524685693	0.46454615372972485	3.772740218010995E-5	0.0011028755192683186
GRK1	2.0330873514729935	1.5685555380799185	0.4645318133930749	8.852618401022916E-5	0.002196510712798765
ENAM	2.526551987968521	2.0623145869184216	0.4642374010500996	5.675608800345122E-4	0.008957035309522129
BHLHA15	4.2724280209521375	3.8083883781452212	0.46403964280691623	0.002563360559558747	0.027220946070369623
SHISA2	4.731532703472084	4.269237502270473	0.46229520120161105	0.035147655318818916	0.1632931374148801
FAM106A	2.7951197847320586	2.334565376738596	0.4605544079934627	9.961068525576877E-9	8.980741583554757E-7
SYCE3	3.425752548524534	2.96566627597955	0.4600862725449839	7.952940375730577E-4	0.01168056049377462
TMEM156	4.239740234205003	3.780649423393074	0.4590908108119294	3.302501734214758E-5	9.908593341601182E-4
CLEC4M	3.0094930086033274	2.5509396386316774	0.45855336997164997	0.00360851914327609	0.035162306387022016
ZNF285	5.444012592892456	4.985691282628583	0.458321310263873	2.424040175252884E-7	1.517065968099846E-5
CD1B	1.9972045290213192	1.5401866897122525	0.4570178393090667	5.308327126163359E-5	0.001453763212356197
TBC1D3H	5.479170492464344	5.022188082136354	0.45698241032799025	1.6953094712501837E-6	8.344588132542796E-5
CX3CR1	4.894815857820084	4.438511423655991	0.4563044341640925	1.9140593462840805E-4	0.003964701132412488
SLC38A8	1.0689815530117421	0.6137062418871907	0.45527531112455144	7.147417370179099E-7	4.0123444349761374E-5
IGFALS	4.9773128600751795	4.522198627074289	0.4551142330008906	1.3596493214063088E-4	0.003027738562165261
NPY1R	6.289622319436315	5.83529793699822	0.45432438243809514	4.6291301545531294E-4	0.007706189979407824
FAM21A	9.245444382632481	8.791632734871328	0.4538116477611531	0.0	0.0
ARHGAP40	3.715148972340572	3.2614341136623306	0.4537148586782416	0.004649676774447942	0.042106986608851954
CD84	5.707668856982041	5.254723250822889	0.4529456061591519	1.2387954709813798E-6	6.355195244369828E-5
TMEM232	5.354013629015645	4.901482421178694	0.4525312078369508	1.171925608889346E-6	6.080657888630419E-5
PLA2G10	4.2769893063882565	3.8264128679605185	0.450576438427738	0.027752400632747642	0.14043532101239234
CSF1R	8.736435309819406	8.286787495914838	0.44964781390456743	2.6780201822784733E-7	1.658915087063114E-5
CCL13	6.116212944937041	5.66668359400792	0.4495293509291205	0.002822502961364659	0.02914026300021155
WDR65	3.5981253414450802	3.149121587621255	0.4490037538238254	8.799998913944229E-5	0.0021894204948190205
BEX5	7.581159824262833	7.133559035312123	0.44760078895070965	1.2184107853419057E-4	0.002798196371077779
MS4A8	3.983351776198456	3.5359586410734996	0.4473931351249565	0.05193349424728666	0.20819123865982495
BBOX1	4.981914445384056	4.534535887347389	0.44737855803666626	0.03557958927528371	0.1645643875861268
SIT1	5.17586022898012	4.728770500181169	0.44708972879895104	9.953267918016984E-5	0.002403619357389902
SELENBP1	12.399897307568752	11.952897721469911	0.4469995860988405	9.65868449223084E-5	0.002345386159633441
LILRB2	6.533873849755735	6.088136891285646	0.4457369584700892	4.6002293629943125E-6	1.9171482187380418E-4
C10orf82	4.483964073965965	4.038426512933669	0.445537561032296	0.006196876580428667	0.051462615724015906
SUCNR1	3.9747078333111587	3.5303123287550586	0.4443955045561001	0.005242944420130402	0.0459280922459908
CTD-2368P22.1	6.630923708419163	6.186835804217224	0.4440879042019388	1.4658827374169903E-8	1.27735198152336E-6
C6orf100	1.367590820412257	0.92527027269202	0.4423205477202371	4.5726616197183656E-4	0.0076191503584913875
RP11-598P20.5	2.286948777278598	1.8446765212493605	0.4422722560292376	0.16670936016390048	0.41848530217849145
CD3G	5.186084504453288	4.744521589735382	0.4415629147179061	2.9394746359956425E-4	0.0054850114826590825
STK31	3.153131630606311	2.7126345883952894	0.4404970422110215	9.711381943056097E-8	6.699382119202183E-6
RAB19	3.218555621359053	2.7783015986907853	0.44025402266826763	0.005034123900441445	0.04459215198192588
EPS8L3	4.086201735184701	3.6459706589787246	0.440231076205976	0.059813920150626254	0.22718062852621593
TGIF2-C20orf24	3.6486438094517335	3.2094155519323606	0.4392282575193729	0.025570783476942638	0.13355179486150826
GBP5	6.092494534036271	5.653645319585278	0.43884921445099234	5.3364359237639825E-5	0.0014592668324863313
CXCR6	5.920964623152636	5.482320573927382	0.43864404922525413	1.958000887392064E-5	6.48347493839714E-4
TVP23C-CDRT4	6.239676660801052	5.801066654756515	0.43861000604453704	5.132812251851249E-5	0.0014120661137570233
XCR1	2.9859194350155662	2.5479280257269834	0.4379914092885828	5.287030160450179E-6	2.149272171475863E-4
AKR7A3	6.780307480134369	6.342713971054365	0.4375935090800045	0.014905348367303062	0.09418332540390857
KLHDC7A	4.256829655118948	3.820154468609203	0.43667518650974513	0.006764919234834799	0.05473243407588243
LRRTM1	4.110357941879792	3.674431416378647	0.4359265255011455	0.014540071057790427	0.09297885326702221
CRYM	6.195380713194178	5.7597368288028346	0.43564388439134305	0.026412849945375516	0.13636396036611792
TRIM61	3.670741815000528	3.2351016828928407	0.43564013210768726	1.3920103933307004E-5	4.875248708334368E-4
TRPM2	5.521576629642282	5.086339470086474	0.43523715955580755	1.0923834758980178E-7	7.451119049833221E-6
LEFTY2	3.7205484791783254	3.2853407455540644	0.435207733624261	0.006469959213585508	0.053100900044082584
SCGB2A1	5.019472419838945	4.584989164893908	0.4344832549450377	0.03645705426940582	0.167368285579748
FGFBP2	5.668995984051771	5.235620574999084	0.43337540905268757	0.0012497643563985639	0.01630423242029416
KIAA0125	3.770856499978393	3.3402496197807157	0.43060688019767746	0.010834072002030015	0.07636924827403352
AMDHD1	4.274469234686677	3.8466818670106258	0.4277873676760513	1.700034313892873E-4	0.0036155840411667465
KLKB1	4.866964397051091	4.43974032965993	0.4272240673911609	2.6282091433849075E-5	8.309886270716309E-4
FLG	3.292689188147275	2.866325388592815	0.4263637995544598	3.7328015577431373E-6	1.6186138564194764E-4
QPRT	8.196918297754241	7.770977881921932	0.4259404158323088	5.243276114956785E-4	0.00846547381255257
MORN4	7.43431393557156	7.010242418500397	0.4240715170711633	2.9566601389419134E-9	3.008195220693303E-7
CD79B	7.165402602120064	6.741415348590917	0.42398725352914735	3.4175074403730576E-7	2.0609154140421894E-5
PGBD5	5.666400643811598	5.243083808086786	0.4233168357248118	7.631811224573237E-5	0.0019580190230227687
ZSCAN23	4.2727543655038485	3.849976196095198	0.4227781694086503	4.518100213402043E-6	1.8872394744605048E-4
CHRM1	3.700569067680747	3.277849809428496	0.422719258252251	0.0029030966215336518	0.029837017873234124
C2orf72	5.410468792767353	4.988343530563739	0.4221252622036138	0.022762432891993756	0.12393106960507931
PLK5	2.1869208759093017	1.7649968355506787	0.4219240403586231	1.4065317396005916E-5	4.907232958162064E-4
RNF17	1.1047992432880376	0.6829504775014733	0.4218487657865643	2.9670798137315657E-6	1.3408550264932823E-4
SLC16A9	6.580347792781124	6.158620803385527	0.42172698939559705	0.016733261428752977	0.10134557936163925
AGR2	9.342643953429356	8.920961949673476	0.4216820037558797	0.10021696339278274	0.30974787210742194
MFSD6L	4.585908680871329	4.1648450052827215	0.42106367558860747	0.004868759715183857	0.04357538979312358
PARVG	7.91116352049273	7.490445354711465	0.4207181657812651	7.906754651010317E-8	5.646973164870585E-6
CTAGE6	1.0924510835981647	0.6726203327343543	0.4198307508638104	8.484537347142052E-7	4.612549079586599E-5
KY	3.9535983999883526	3.5340568241238857	0.41954157586446694	0.001505986732745379	0.01858199890024312
SALL1	4.62616684267192	4.206801868103403	0.4193649745685173	0.03463525009872359	0.1616962765439513
MIA2	2.4174426436106877	1.9982408712057367	0.41920177240495105	0.010310337710257245	0.0738387221310283
LGALS9C	4.8250283515155115	4.405926640645927	0.41910171086958403	0.1438060629771134	0.38495229842755363
RASA4B	8.402434321953812	7.984015454149533	0.41841886780427906	1.6653593293280977E-7	1.090990075745443E-5
POU2F2	6.141650659465334	5.724076346987237	0.41757431247809684	1.6946267833439776E-7	1.1022336777950187E-5
NUTM2E	2.234952275836649	1.818093451252896	0.416858824583753	4.649595296557507E-7	2.7053811354921826E-5
TMEM61	5.544796339581334	5.129211735654976	0.41558460392635865	0.0016656806407600033	0.019983778543821596
BMP8A	4.31493481156444	3.9004301928217884	0.4145046187426513	0.003655700969905973	0.035470232319620446
CNTNAP2	4.242718915794739	3.8283208000669986	0.4143981157277401	0.003917355043003168	0.037177107891179624
DHRS2	3.876021251540083	3.462406702810344	0.41361454872973935	0.005146644194698569	0.04530240892887885
FRMPD2	2.0842177786155434	1.6716289607580628	0.4125888178574806	0.001402270423725538	0.01766123717627213
MRAP2	5.243613599358831	4.831631119957343	0.41198247940148747	0.0025928254749669755	0.027469771698719343
PEBP4	7.196849324854371	6.7857848399194385	0.41106448493493275	0.06302286569237803	0.23390512125322777
CD2	7.0113387485543335	6.600293563773589	0.41104518478074414	3.156568815966265E-4	0.005735919747297634
CLDN2	3.8283895432167543	3.4174500649723534	0.4109394782444009	0.06573784815046313	0.2405017457846996
P2RY8	4.9550147542689995	4.5446171284377215	0.41039762583127803	2.282182728130522E-6	1.0739822182096399E-4
GABRA5	2.7558383096278645	2.3455889012619693	0.4102494083658952	0.0026436273796032195	0.027846004532870925
WSCD2	6.249004143665269	5.838852635650133	0.41015150801513656	0.029066049216778245	0.1449879179227514
CD244	4.091516848213617	3.6817884836497647	0.4097283645638523	1.639473892748322E-4	0.003516854951087449
BPIFB1	3.892100717285867	3.4830864111865005	0.4090143060993663	0.1793587848371847	0.4373386249102702
NKX6-3	1.2441373245443972	0.8352050681808005	0.40893225636359665	0.007266573662716436	0.057865692848881385
FUT6	4.707085349114336	4.298170030940589	0.40891531817374727	0.08207692469889405	0.2746756620022525
KIR3DL2	1.8215840825316232	1.4128657676217247	0.4087183149098985	1.1704990713679031E-5	4.2045619502469923E-4
COLEC11	6.743720792461852	6.335043520502834	0.40867727195901793	4.48999915504511E-4	0.007502005927677206
FHAD1	4.828154348769711	4.419488232002087	0.4086661167676242	1.559395130523722E-4	0.0033809171567973834
SPINK13	2.2418327410176744	1.8334478986807783	0.4083848423368961	0.0038470577130446104	0.036739703759815646
AGMO	3.5232277265912995	3.1156622954514366	0.4075654311398629	0.001149199813331503	0.015243428259572709
MDH1B	5.127119171964025	4.720345174654371	0.4067739973096538	5.499242332297483E-4	0.008724059351550675
C4BPB	4.988562866641965	4.583133478029128	0.40542938861283684	0.03983705849790642	0.17734356132091705
HTR2B	5.210945712606995	4.805793747900671	0.40515196470632464	0.011816029106132997	0.08111327632148291
GOLGA8I	5.4596920470794155	5.055777386387256	0.4039146606921591	1.060234838079488E-5	3.9008074487078046E-4
UGT1A10	3.5768347031684833	3.174560776971251	0.40227392619723235	0.1991995476332037	0.4636787016226874
IZUMO1	3.048488876884515	2.646258205417689	0.402230671466826	1.0352925919843159E-4	0.0024582462431836194
PNLDC1	2.5828594429324263	2.180648811647061	0.4022106312853655	0.0017995262557944924	0.021035283806501475
AC004017.1	3.710852454097153	3.30880198011229	0.40205047398486293	0.022381047685656297	0.12234594268654995
CCL5	8.692705715650582	8.293000950815333	0.3997047648352492	9.842656834085917E-4	0.013596649625318655
C8orf47	4.673076712032337	4.2733726884623175	0.39970402357001955	0.012448647120142486	0.08340498422523933
SCIMP	5.699451952922395	5.300148837081373	0.39930311584102185	7.439616549786976E-5	0.001916809261393498
BLOC1S5-TXNDC5	1.5733982880620787	1.1742716782039249	0.39912660985815385	0.025873062246103973	0.13455174461052127
