Name	Mean(log(liver_black))	Mean(log(liver_white))	logFC	M-W U test pval	Adj pval
DEFA3	3.76215778202274	4.75267371157616	-0.9905159295534203	0.05351271110529843	0.7473723118479256
SLC5A11	2.212815415128867	3.2023681977648812	-0.9895527826360144	0.027816076317605964	0.6723801057692403
FUT2	1.6970134807300858	2.67981230904192	-0.9827988283118343	0.03033428233992963	0.6816524927580428
FXYD3	4.304481923713067	5.286874176401355	-0.982392252688288	0.2798247382233283	0.930297212946925
G0S2	11.55333269095622	12.535463527162458	-0.9821308362062382	0.10546148455613857	0.8213067191008359
SPATA18	5.096829426730474	6.07722798760353	-0.9803985608730565	0.07280211848637241	0.7744580501599383
B3GAT1	5.2202332231597985	6.190464287006168	-0.9702310638463691	0.15121433495711722	0.858987981359644
TENM2	3.0600109172336603	4.0287313806632605	-0.9687204634296003	0.17434735272853263	0.8820038855255657
RP11-80A15.1	1.6927175110274861	2.6611104913480017	-0.9683929803205156	0.01924076133643593	0.6325139809732331
PLXNA3	4.716534160070029	5.684130120723204	-0.967595960653175	0.006852706658916352	0.5402354300565679
PDE9A	5.92143751700275	6.888863449592895	-0.9674259325901451	0.06624161589968136	0.7630564887824143
PGLYRP1	2.256560926051444	3.223705859589038	-0.9671449335375941	0.015618009112897568	0.6020736173359817
KIRREL3	1.8761119752559423	2.8430984222586875	-0.9669864470027452	0.007213316649102852	0.5496607649098793
IRX3	3.118821785787818	4.083385458217662	-0.9645636724298439	0.09658300377831763	0.8109588127297007
SSTR1	5.733212019373486	6.696852688829498	-0.9636406694560122	0.060761155793071064	0.7548309476830901
GSTT1	9.12525641098287	10.078382745026184	-0.9531263340433149	0.16635959734706152	0.8795840221572703
C17orf107	5.299993294130755	6.251653889893547	-0.9516605957627924	0.0016916644172677575	0.3877538084511069
KIAA1614	2.2910850694591023	3.239627001507419	-0.9485419320483168	0.010636704856545554	0.5631269443238593
AGAP7	1.4119685612067936	2.353020546645287	-0.9410519854384936	0.016948607250267145	0.6052314416507162
AC020907.1	2.0182050649517684	2.954381717931782	-0.9361766529800137	0.023841558206095237	0.661133008696851
CTAG2	0.12266397249930212	1.0565838553792217	-0.9339198828799196	0.6414992063077302	0.9867384751078025
SLC13A5	11.969984861801038	12.902989952747548	-0.9330050909465104	0.3113623044037941	0.9363491228206569
C5orf49	3.827154015896166	4.7550330209992495	-0.9278790051030836	0.09320346472316876	0.8102250594455128
PAX2	0.3682833566639637	1.2958721669670081	-0.9275888103030444	0.08991948338304478	0.8035395639705651
KRTAP5-6	2.0503730500177566	2.97611751838141	-0.9257444683636535	0.025480220259372133	0.6617608571240837
LDLRAD1	0.0	0.9227836190601523	-0.9227836190601523	0.3364976063591212	0.938601831968191
FOLR1	2.093939430102205	3.014862858480618	-0.9209234283784129	0.17844706390220233	0.8835992190829007
SLC10A6	0.613382819200185	1.52995247958555	-0.9165696603853649	0.006852706658916352	0.5402354300565679
RP11-422N16.3	3.8491016072390294	4.762010438066308	-0.9129088308272784	0.05511792888696743	0.7496696944656093
ADM2	4.043201890974168	4.9559031916464065	-0.9127013006722384	0.02936789187483113	0.6804682529572832
FMO2	4.517172131513202	5.428963376473573	-0.9117912449603711	0.030993614493717403	0.6816524927580428
IGSF9	6.814002903437191	7.724298565538859	-0.9102956621016682	0.17434735272853263	0.8820038855255657
CYP19A1	0.2774851165016005	1.1838795337836825	-0.9063944172820819	0.11399479456315764	0.828110569838144
SLC44A5	1.8830661849400405	2.7877726431245766	-0.9047064581845361	0.07487089100468525	0.7778372315900329
CTSG	4.091474382381561	4.994723326022342	-0.9032489436407811	0.10824773823608136	0.8245118397137238
NPW	7.439991501260565	8.341344034115084	-0.9013525328545189	0.15865019616164144	0.8684512691601485
HBB	11.522664160763147	12.418969048118512	-0.896304887355365	0.0714491045154757	0.7722439711785422
F8A1	8.671994417822061	9.567423197009576	-0.8954287791875153	1.0691615180302705E-4	0.16560252222949895
HUNK	2.5770855172518776	3.472395302323915	-0.8953097850720373	0.04289455372778084	0.7206601591239341
ILDR2	1.998142106869597	2.882601045331089	-0.8844589384614918	0.07078036508245611	0.7695832888845915
C17orf100	3.317353603274822	4.200673242631267	-0.8833196393564453	0.013072217090739136	0.5892851922191612
PLIN4	7.594654078616859	8.4755706303325	-0.8809165517156412	0.010378518452977215	0.5608711515300328
SLC28A1	9.504015542776386	10.384021793649348	-0.8800062508729614	0.12202807211884881	0.8368992328051501
TBC1D3	5.080091454909296	5.957820960576594	-0.8777295056672978	0.013549841366313209	0.5960621037760777
GSTO2	5.673392110692798	6.549220695380617	-0.8758285846878193	0.026919343198220647	0.6688336675661588
AC006449.1	4.609898824155358	5.480618221408687	-0.8707193972533291	0.06437122984682364	0.7620843998459609
APOC1	18.52866667336484	19.397835050725764	-0.8691683773609249	0.11795778981862293	0.8332999488660825
SLC29A4	5.496001089138968	6.363388343499125	-0.8673872543601568	0.17844706390220233	0.8835992190829007
ANO5	4.161293478872498	5.026467215784198	-0.8651737369117001	0.13378822723685313	0.8466609500059481
BTNL3	0.4332425244292841	1.2952530176920227	-0.8620104932627386	0.011445867004422294	0.5649109210963112
MT1B	3.6693126165585928	4.531225471437816	-0.8619128548792232	0.5963354921794288	0.9819585880263795
RNF165	5.041408217304698	5.903274691930651	-0.8618664746259528	0.024377321735905344	0.661133008696851
BCL2L2-PABPN1	5.7493337717145465	6.609586136822318	-0.8602523651077716	0.17982945230926495	0.885149725799009
RP11-817J15.3	3.977979739925915	4.837877032903151	-0.8598972929772359	0.1159629872783231	0.8297708519597087
MCTP2	3.5557748193801713	4.4119750534548485	-0.8562002340746773	0.06624161589968136	0.7630564887824143
CDHR5	10.783331154188948	11.63845420312185	-0.8551230489329011	0.07627656270308802	0.7812985151567149
HTRA3	4.646843773021095	5.5014561911981525	-0.8546124181770578	0.08516880823540973	0.7965658837442562
APOA2	18.746666667644156	19.5992783573582	-0.8526116897140454	0.15489838125130595	0.8632219459451603
RHCG	3.1426810914787504	3.9898671796023524	-0.847186088123602	0.10731258527754761	0.8215118970469513
PGC	1.9846842382424807	2.8292415398797437	-0.844557301637263	0.11399479456315764	0.828110569838144
RP11-706O15.1	7.846657114373395	8.688350751320892	-0.8416936369474968	0.00514370393486363	0.5103408611772894
IGF1	8.728002129762592	9.565771281561245	-0.8377691517986534	0.032005662210982666	0.6858492307463361
GYLTL1B	5.244057663517291	6.0791012724815054	-0.8350436089642148	0.1120529984375972	0.8272027594428537
TFF2	3.9872634472724737	4.820249619972867	-0.8329861727003935	0.28556636452196715	0.9313341392519167
ZNF347	3.615393490446737	4.4461703689032985	-0.8307768784565615	0.021313252978264252	0.6469282720669143
PLIN5	9.464666979331243	10.294639691365049	-0.8299727120338058	0.00514370393486363	0.5103408611772894
COX6A2	7.5632645935721	8.392881095959593	-0.8296165023874931	0.16247039891132342	0.8738661857569469
CLEC4D	1.0733490134058266	1.901856934110957	-0.8285079207051305	0.015255123871352527	0.5974759482689725
RPL17-C18orf32	5.071994975330739	5.898962374374897	-0.8269673990441584	0.09830915937461082	0.813081930304456
CYP4A22	11.337338137507407	12.163508955417567	-0.8261708179101603	0.08751814223097898	0.8001407662201754
EIF5AL1	3.408397940369862	4.234500277760675	-0.8261023373908127	0.00571463888892465	0.5282995098735823
CES5A	5.53793872976597	6.360484401919158	-0.8225456721531881	0.12726936141923206	0.8440748762443752
NPR3	4.57069791041245	5.392268700893099	-0.8215707904806484	0.0923735799370593	0.8088017489489058
ATF5	13.927332991884489	14.748556714485616	-0.8212237226011272	0.1159629872783231	0.8297708519597087
ZNF577	5.781985563480378	6.601449996802724	-0.819464433322346	0.011034697995962905	0.5645053929844843
DKFZP779J2370	4.985742130758057	5.805057481583914	-0.8193153508258568	0.12410397296955977	0.8392801915045015
TRHDE	2.320600982275536	3.1384752977354244	-0.8178743154598886	0.189729689214732	0.8914749999945044
LINC00346	1.231956778176452	2.049674888517878	-0.8177181103414259	0.14759742718623614	0.8571569974221086
CYR61	10.414000038058832	11.228041852063265	-0.8140418140044332	0.1159629872783231	0.8297708519597087
LIPC	10.98199606359631	11.794330239941955	-0.8123341763456455	0.1757060346676913	0.8829907018123603
TGM3	1.8767339328002195	2.68826420202209	-0.8115302692218704	0.11013738469877554	0.8261211079629738
SLC1A2	6.7592575925084	7.570716103895554	-0.811458511387154	0.2401194856441149	0.9179378825673007
TRIM16L	6.378703031040936	7.189793271910554	-0.8110902408696186	0.022800603585015344	0.661133008696851
ANKRD65	4.159944447098581	4.965802128249713	-0.8058576811511324	0.2234504943678045	0.9032925414431419
DNAJC22	8.781997383837096	9.584639193148224	-0.8026418093111278	0.002101166241476382	0.4205103251622843
EFHB	1.7178282815824863	2.520301156457885	-0.8024728748753989	0.042024397245427836	0.7192908189281395
CYP1A1	7.757313843234319	8.559353834257099	-0.80203999102278	0.28556636452196715	0.9313341392519167
DMRTC1B	0.568124975447862	1.3669673109639715	-0.7988423355161095	0.08439712461644111	0.795569582564506
AP000295.9	1.197323557487379	1.9921028304207355	-0.7947792729333565	0.19409346192396393	0.894440822003854
HHLA2	0.5597265949679031	1.3543937520965734	-0.7946671571286703	0.13714308162297095	0.8466609500059481
ALAS2	2.5507064252116356	3.3444942897719834	-0.7937878645603478	0.09154963989308851	0.8046824525738069
PTPRS	6.108655822803201	6.90183127097065	-0.7931754481674487	0.09154963989308851	0.8046824525738069
ZSCAN18	7.760663969791065	8.552368321107956	-0.7917043513168904	0.03033428233992963	0.6816524927580428
ACOT12	9.648693293430764	10.440313594465632	-0.7916203010348681	0.29728707570390955	0.9332756802546249
GRID1	3.347984413253016	4.139057752012345	-0.791073338759329	0.2401194856441149	0.9179378825673007
CXCR5	2.241963066325961	3.031389647492144	-0.7894265811661829	0.20304116512640757	0.8988081091233693
CA3	3.6140154599855263	4.4026961223029115	-0.7886806623173852	0.0313278682428334	0.6816524927580428
CYP17A1	6.184089042154158	6.971429311755156	-0.7873402696009979	0.32168085665991397	0.9371291175138482
FCAR	2.5870839604453497	3.3710163776395423	-0.7839324171941926	0.0196854398298576	0.6413438822564698
MUSTN1	3.9372509425904934	4.7190628119134885	-0.7818118693229952	0.04377989274933691	0.7248358243190216
PODXL2	4.160536511673462	4.941484713815133	-0.7809482021416709	0.23167854701763368	0.9107122163360986
CST1	0.0	0.7799977806792241	-0.7799977806792241	0.5641657047927706	0.9780428835978728
HBA1	10.702667846161242	11.479795291178695	-0.7771274450174523	0.13049721543860326	0.8441231071401091
CDRT1	1.0762983058316031	1.8523957777539986	-0.7760974719223954	0.0499185370098123	0.7421358334879198
IGFBP1	13.60333427629445	14.377628746636045	-0.7742944703415944	0.4145720075515731	0.955236007278498
ZNF667	2.6906196651359	3.464630927264654	-0.774011262128754	0.047957170117224335	0.7389136905032907
AHSP	2.387910128333257	3.1611945132554466	-0.7732843849221895	0.192630759651357	0.8919886587262938
AL133318.1	0.0	0.7707264080424729	-0.7707264080424729	0.27604086797937355	0.930297212946925
SNTG1	1.5337874649748229	2.301176132847536	-0.7673886678727131	0.05732047413538488	0.7526750331178759
CEACAM6	2.44437470516619	3.210921862388716	-0.7665471572225258	0.3495415217962574	0.938601831968191
L1CAM	2.621420714310211	3.3851295567321835	-0.7637088424219725	0.056210219576066756	0.7526750331178759
SYT17	7.394687276451958	8.157524501706426	-0.7628372252544686	0.01795898114354888	0.6194487965649852
SPATA22	0.6535514672110743	1.4160003940435777	-0.7624489268325034	0.024108149575390425	0.661133008696851
OXCT2	2.9828256159894386	3.74477042423983	-0.7619448082503912	0.04422831790401849	0.7282876362278343
PYCR1	5.948744692582458	6.709985418828004	-0.7612407262455463	0.16899102204745708	0.8795840221572703
AREG	3.910581649914325	4.671383262014567	-0.7608016121002419	0.3517463084400668	0.938601831968191
AHNAK2	3.269375216744827	4.028019435237333	-0.7586442184925057	0.37657755131080883	0.9485795801483333
AP001362.1	0.7486644732966183	1.5071247465116788	-0.7584602732150605	0.3134083550024529	0.9370863505671765
KRT86	1.1236128844830438	1.8815146960303553	-0.7579018115473115	0.09154963989308851	0.8046824525738069
RASD1	9.785333310968575	10.543197808414535	-0.7578644974459596	0.12833833781002102	0.8441231071401091
CNTN3	4.822517390447342	5.579444659523735	-0.7569272690763924	0.0595957279681516	0.7526750331178759
TTR	16.66133324224463	17.41680439570513	-0.7554711534605012	0.3093250826762399	0.9363491228206569
KANK4	4.032402764702572	4.787341606710806	-0.7549388420082339	0.09403932189124531	0.8105272741520869
ZNF614	4.01136622651104	4.765646756290844	-0.7542805297798045	0.0017930091243334445	0.38874145443286534
TP53INP1	9.200669161454243	9.954948297516664	-0.7542791360624204	0.01734661005094429	0.609877340246713
RIC3	4.490155866600634	5.244312131572474	-0.7541562649718401	0.18686093892522004	0.8892373712323249
PRSS8	8.4506942962329	9.204515838460354	-0.7538215422274543	0.39529890571238213	0.9523989510297531
CH25H	4.8891088732893175	5.6418298648720615	-0.752720991582744	0.39529890571238213	0.9523989510297531
PLGLB1	11.023334710584413	11.774020135280669	-0.7506854246962558	0.07557105941601683	0.7797734470733703
AC007952.6	1.507790733690969	2.2558812264213204	-0.7480904927303513	0.05732047413538488	0.7526750331178759
KCTD15	6.085990170942456	6.833607654062168	-0.7476174831197113	0.023841558206095237	0.661133008696851
DMTN	7.8979812839623955	8.641958961374801	-0.7439776774124054	0.01734661005094429	0.609877340246713
MSX2	0.7304848529787377	1.4734942404479916	-0.7430093874692539	0.07011676728790528	0.7678692518624961
SLC25A47	12.771334454541748	13.51360882135301	-0.7422743668112624	0.3651593607381991	0.9454481486727441
FAM83A	1.1228380643593694	1.863312803898273	-0.7404747395389035	0.05194672220840246	0.7472778079458339
KIF25	3.01497506177939	3.7551543209544853	-0.7401792591750955	0.14404701748094828	0.8531330999554569
CDH16	1.514576436878177	2.2547348449620643	-0.7401584080838874	0.22183028216241407	0.9032925414431419
PDGFRL	5.993370251496191	6.731555163064362	-0.7381849115681716	0.03634194445069272	0.7065462372279836
XAGE1C	0.2607135922969455	0.9981665760664097	-0.7374529837694641	0.6052519346714926	0.984182878056895
AL627309.1	5.009265978272791	5.74617992838053	-0.7369139501077395	0.035586229023801264	0.7021629501424362
ZNF93	3.033821142557018	3.769671727762625	-0.7358505852056072	0.11399479456315764	0.828110569838144
MAL	3.1728182113896546	3.9085266164703203	-0.7357084050806657	0.050924173687965535	0.7437297924661013
ZNF600	4.973931247516928	5.709478438839867	-0.7355471913229392	0.03829129893169447	0.7065462372279836
PCDHB3	1.1800143571786614	1.91530583347975	-0.7352914763010885	0.03672490346081814	0.7065462372279836
SLC25A48	3.579360283336833	4.313715483840314	-0.7343552005034808	0.23671746061363508	0.9162802109873586
CAPZA3	1.8584142037501068	2.5921853206662613	-0.7337711169161545	0.049421995720766665	0.7408011407955576
DARC	3.779779820308389	4.5128421806716705	-0.7330623603632813	0.2913871033086658	0.9313341392519167
CLC	1.360238120589073	2.0915153862588474	-0.7312772656697744	0.06437122984682364	0.7620843998459609
FAM171A1	7.228644927081746	7.95959019980427	-0.7309452727225247	0.5963354921794288	0.9819585880263795
LRRC37A2	5.737987431587176	6.466383798176064	-0.7283963665888882	2.1994883765563689E-4	0.17416122745149823
TMEM217	3.7392515391843117	4.466473796539352	-0.7272222573550406	0.05676308807437491	0.7526750331178759
TANC2	3.3712434267167	4.094990545050681	-0.7237471183339812	0.10638384309020821	0.8213067191008359
MZT2A	10.175998634922918	10.89855695155756	-0.7225583166346432	6.325141415143287E-4	0.26789180337811525
CPSF4L	0.2678495857668671	0.9901082545025012	-0.722258668735634	0.09830915937461082	0.813081930304456
S100A8	9.040664452564153	9.76206192273495	-0.7213974701707979	0.03234924715633114	0.6858492307463361
CHRNE	5.139963038808097	5.859565733427584	-0.7196026946194873	0.00894326934080425	0.5571712621385485
SGCD	3.649469459528981	4.367803569651112	-0.7183341101221314	0.1210003509605122	0.8368992328051501
ZNF471	3.4316163399715367	4.14955841705575	-0.7179420770842131	0.04559691626061424	0.7332713775802232
FBXW10	1.2124260872253267	1.9289053234686027	-0.7164792362432759	0.09830915937461082	0.813081930304456
C17orf104	2.0049782852852287	2.7196335760048895	-0.7146552907196608	0.015076480906264678	0.5974759482689725
PRR16	2.4535521275083463	3.1671447882432155	-0.7135926607348693	0.0175486676828418	0.61108286011456
VN1R1	1.7235084063648631	2.436599260663312	-0.7130908542984489	0.06017610274773599	0.7537325881992902
MDGA1	2.9598809684400726	3.6725612443656357	-0.712680275925563	0.07698742854362628	0.7850476196173134
LURAP1	1.4369809380154297	2.1495190096796755	-0.7125380716642458	0.041594950550298826	0.7166766692734553
C1QTNF3	5.280022245771339	5.990121528229713	-0.7100992824583736	0.15865019616164144	0.8684512691601485
TMED7-TICAM2	3.500524693465849	4.209517771853926	-0.7089930783880765	0.19117617496722206	0.8918290211329529
TPSD1	1.2322754242937202	1.940507970086628	-0.7082325457929077	0.12202807211884881	0.8368992328051501
FAM151A	6.791446741030697	7.4994861812390585	-0.7080394402083616	0.27604086797937355	0.930297212946925
SFRP4	2.5674636265479758	3.27501745631077	-0.7075538297627944	0.2186151422484719	0.9032925414431419
NTM	1.8776085024235214	2.5829439369502554	-0.705335434526734	0.18261807819577558	0.8866273986504999
HCAR3	3.060481774285589	3.7605440800412566	-0.7000623057556674	0.15121433495711722	0.858987981359644
SLC25A52	1.1805952395780983	1.8797130831893554	-0.6991178436112571	0.011870578328935344	0.5734402454285689
MPPED1	7.429294879941948	8.127013917469904	-0.697719037527956	0.16635959734706152	0.8795840221572703
GRHL3	2.0528273455719055	2.74820874801568	-0.6953814024437746	0.06017610274773599	0.7537325881992902
ARHGAP10	7.242004384621963	7.9347468775376475	-0.6927424929156842	0.014380202094819716	0.5974759482689725
EP400NL	6.588005749679114	7.28062184560875	-0.6926160959296359	3.7946866266347357E-4	0.24184661430783286
MMEL1	2.143726631539054	2.8359092711758302	-0.6921826396367763	0.201529376480312	0.8988081091233693
TNFSF14	7.538019962158643	8.229584785972644	-0.6915648238140015	0.05351271110529843	0.7473723118479256
AC003102.1	1.071475239276937	1.7629670232376844	-0.6914917839607473	0.06498978773618569	0.7620843998459609
GLTPD2	9.552017010953627	10.243404319889008	-0.691387308935381	0.26857821821852645	0.9239415395156411
OMP	1.9576008868802566	2.646210711932214	-0.6886098250519574	0.04289455372778084	0.7206601591239341
DNAH12	1.1246621038574707	1.8131983901878088	-0.6885362863303381	0.07627656270308802	0.7812985151567149
SLC30A3	0.789229266896095	1.4776091431751983	-0.6883798762791034	0.15121433495711722	0.858987981359644
ZNF695	0.04989741553360238	0.7378766205780725	-0.6879792050444701	0.1955643002489298	0.8962297524241343
SOBP	4.278751222714139	4.966327263647762	-0.6875760409336227	0.08287073246154586	0.7945173448021616
PRKCDBP	6.3793455114323105	7.066911682491008	-0.6875661710586973	0.047477075293728466	0.7365012736366123
ZNF582	5.079285398312508	5.765557418636861	-0.6862720203243535	0.02936789187483113	0.6804682529572832
ANO2	0.9296956425802174	1.6124620277084347	-0.6827663851282173	0.06314869027618641	0.7606243037763935
PPP1R3G	6.470014184511134	7.150312848116008	-0.6802986636048738	0.2817298318548568	0.9306845089317344
ZNF525	4.272765120087246	4.952553301319336	-0.6797881812320901	0.021799365235558255	0.6540527836408352
HBQ1	0.5386080898292989	1.218177269626169	-0.6795691797968701	0.07348644817644778	0.77449953367446
RND2	6.629232024475773	7.307519477235935	-0.6782874527601619	0.19704329289511213	0.8975869060044478
FOXQ1	4.175450971894577	4.8509580142460855	-0.6755070423515086	0.39529890571238213	0.9523989510297531
RP11-321F6.1	0.9555195224902612	1.630137292992119	-0.6746177705018578	0.10731258527754761	0.8215118970469513
C7orf13	4.531293261502659	5.205891730947928	-0.6745984694452689	0.0034804856900699788	0.48421834720338064
MRGPRF	6.242658880867209	6.916875276354491	-0.6742163954872824	0.16899102204745708	0.8795840221572703
ZNF256	3.966006999326075	4.640008938744807	-0.6740019394187322	0.015255123871352527	0.5974759482689725
BPI	4.76932064652946	5.443146330611561	-0.6738256840821011	0.3237710567168234	0.9371291175138482
NTF3	6.099391217298446	6.772584353793685	-0.6731931364952395	0.11302061029238519	0.8279691692055186
GCOM1	1.3590866496535237	2.0312434175527545	-0.6721567678992308	0.050924173687965535	0.7437297924661013
