Name	Mean(log(thyroid_black))	Mean(log(thyroid_white))	logFC	M-W U test pval	Adj pval
HLA-DPA1	11.184650910988077	11.791423623833726	-0.6067727128456486	0.0013021196869532625	0.04182399248464341
CFB	8.521627178044067	9.126289350612792	-0.6046621725687249	0.04569093620112341	0.28723622026056594
AHSP	1.7721850028893593	2.3754529209111186	-0.6032679180217593	0.07551375058021448	0.3669307432142119
HSPA12A	7.206513237280863	7.809177537113084	-0.6026642998322211	8.838931792598537E-6	0.0015478329404500436
TBX5	2.9565579378151	3.558454937276839	-0.6018969994617391	0.04441495318003885	0.2826293247081997
TTLL10	1.990038858459713	2.5911033294647945	-0.6010644710050814	0.0013188519360763928	0.04199113891577494
LRRK2	5.90652969980766	6.50696563331062	-0.6004359335029603	0.004892443867535068	0.09271715683199651
TPSD1	0.7926846863794991	1.3917130158887034	-0.5990283295092044	0.011232598568784669	0.14601576383633574
IL32	10.3339531301859	10.932921155194244	-0.5989680250083431	0.0160819228853607	0.172183409516866
GTF2A1L	1.760068316444915	2.3571126020128474	-0.5970442855679325	0.001080518416532783	0.037249509817150334
SPTA1	0.7437183895733015	1.3407590475212054	-0.597040657947904	4.5632449707266876E-4	0.021755449582951423
FFAR1	0.3491939306933679	0.9461337074474652	-0.5969397767540973	0.0017248037076539324	0.04915825527980191
AC103801.2	4.888145982394434	5.4848469680493865	-0.5967009856549526	0.2095309018512458	0.5719389665040301
ARX	1.5482478463629235	2.1448763167309326	-0.5966284703680091	0.03422606075866019	0.24913070285240585
FAM20A	7.665581631924008	8.262133390929144	-0.5965517590051359	0.02704319352302942	0.2222520940620089
RGS4	5.1681485860423155	5.762699569041232	-0.5945509829989168	0.02704319352302942	0.2222520940620089
SLC39A4	9.391393870419323	9.985656230414744	-0.5942623599954207	3.5948717664879837E-6	9.088415392667222E-4
LOXHD1	1.9235924409006095	2.517733546865169	-0.5941411059645594	4.5954233388822985E-5	0.004837679181949389
TNFSF15	3.5560782136307933	4.14916971331697	-0.5930914996861762	0.0026187447433021482	0.06327603035979036
ANKRD65	5.993028916276181	6.583895367047181	-0.5908664507710002	1.620078132140712E-4	0.01170492628685888
APOC3	1.173110921347576	1.7629178275191024	-0.5898069061715263	0.018169949958791953	0.18262203567854252
FRMD5	2.399757432094897	2.9894411334265647	-0.5896837013316678	0.026105205552287125	0.21818632561645396
KIF25	1.4532507732898772	2.0417545035621694	-0.5885037302722922	9.271185450363539E-4	0.033973205115094725
RTKN2	3.003940160026459	3.591144191425047	-0.587204031398588	1.0170832515388195E-4	0.00826925007902901
FAM124A	5.446522605281965	6.032726761730639	-0.586204156448674	3.695791833513429E-5	0.0042599848653130734
TMEM200A	4.897185293670783	5.483107170147605	-0.5859218764768217	0.011380431562008964	0.14661937434661246
PLGLB1	5.993945970215109	6.579771546681266	-0.5858255764661564	4.273668100472916E-4	0.02103568741778723
CA1	1.78385146312432	2.367705310689103	-0.5838538475647828	0.012496785237772756	0.15333180281090972
NBPF15	8.875580551294533	9.459363429491559	-0.5837828781970256	9.121349453522498E-9	9.771648014561866E-6
PODNL1	4.7954437052836285	5.37703793854852	-0.5815942332648918	0.015682701202982985	0.17000794899328936
HBA2	12.543954942011666	13.122584155112332	-0.5786292131006654	0.0812609336868293	0.37827559103634245
NRG1	7.066294455512849	7.642023276242997	-0.5757288207301485	0.003568946805966422	0.07673867677716703
CBLN1	4.673560169803496	5.245335811665401	-0.5717756418619055	0.04949272802423199	0.30005378254903897
RNF212	7.731152116847747	8.301799250969022	-0.5706471341212751	0.006463610921701335	0.10819419311215506
CHL1	3.999415494623727	4.56958920581804	-0.5701737111943128	0.030735566181587792	0.23618402164518013
DEFA1	3.187736603666576	3.7578298564202295	-0.5700932527536535	0.04260422961671262	0.27711008206413223
CDRT4	7.065122995008449	7.634682654487877	-0.5695596594794283	0.015062068747441204	0.16819884513754865
AC025262.1	1.2207058147741523	1.7896981250199218	-0.5689923102457695	0.3680545732459807	0.7146827900581939
CRYBB3	4.245678824621007	4.814641398609979	-0.5689625739889719	0.0014234825828534081	0.04416433526222533
SDR16C5	1.007306603608824	1.574220688780248	-0.5669140851714238	0.015564647180066449	0.16963695657891692
RRAD	8.165587413650188	8.730637223855586	-0.565049810205398	0.054355724482364254	0.3141626322668416
PTPN5	2.7444039407642538	3.308874168015216	-0.5644702272509621	0.003941849297955602	0.08102591356023411
ACTC1	4.035270801007059	4.598783001790821	-0.5635122007837623	0.0594870883136106	0.3283724277816121
LY6K	3.898497071280252	4.461941634165471	-0.5634445628852189	0.004700625948708792	0.0908787683417033
SH2D5	4.185348334460045	4.7485686709712915	-0.5632203365112467	7.455548002307522E-4	0.029776412328514162
RP13-996F3.4	1.0294220539816568	1.59210786718672	-0.5626858132050632	6.47837971337939E-4	0.02699868451717745
CD164L2	2.698994074714105	3.2614683231078314	-0.5624742483937264	0.06474792345013702	0.3417939657605494
LAD1	6.143246285542419	6.704575790438802	-0.5613295048963831	6.83566691095705E-4	0.028038550851880586
NPIPA5	7.665353590775099	8.22618058584805	-0.5608269950729516	0.004781984172958387	0.0918665567066647
IQGAP2	9.179995387964555	9.739738665885936	-0.5597432779213811	0.003718425881077958	0.07847041963637516
DES	8.33185646678768	8.890788835441505	-0.5589323686538243	0.053104061343340336	0.31097465118485984
RP11-231C14.4	8.395812875407739	8.954007314259535	-0.5581944388517961	2.5214226781000715E-4	0.015055786824117541
CA8	2.36292278242627	2.920271374197336	-0.5573485917710657	0.005222990185280274	0.09474212873936688
SLC27A6	4.487349661334102	5.044665205340204	-0.5573155440061015	0.21119974109558404	0.5735713815736321
MAP2	8.179533979411746	8.73674089434543	-0.5572069149336851	7.888661799496655E-4	0.031029872287782524
STX19	1.1239623758665735	1.6811593201755664	-0.5571969443089928	0.0014325384721932677	0.04436971199929216
DUSP8	6.012310691398925	6.569287198181679	-0.5569765067827541	0.001080518416532783	0.037249509817150334
BX088651.1	2.7235866876660446	3.2802973820090657	-0.5567106943430211	0.015330882836195547	0.1688065527284119
KCNA2	3.4499637200284217	4.006558215157785	-0.5565944951293633	0.022143923112136532	0.2008392070309913
APOA1	6.15350361934348	6.709393156222634	-0.5558895368791541	0.09821141076974971	0.41241093219706754
CKMT1B	7.35790853894139	7.912956300581858	-0.5550477616404681	0.0011942033968086463	0.039227753837316866
TMEM163	4.135144265221706	4.689112139892782	-0.5539678746710761	0.06595270234429462	0.3450533223482602
EREG	0.6499847554569401	1.2035880421956102	-0.5536032867386701	0.03152385023472937	0.23871615820161798
A1BG	7.766976740463552	8.317677375190357	-0.5507006347268044	2.0314623381167962E-4	0.013260570645800392
LAMB3	4.963575920832717	5.513877303089997	-0.5503013822572793	0.06967831361266896	0.35399601051866336
SPAG5	8.034646601014103	8.584754419244213	-0.55010781823011	7.33007769694316E-5	0.006576126848114721
CTSG	2.319945372184549	2.868896269303803	-0.548950897119254	0.057412295157062365	0.3217208367385907
SLN	2.1851869834810778	2.7340792737952815	-0.5488922903142037	0.04792062626327365	0.2951404956059316
HTRA3	8.481398616600536	9.029962360811432	-0.5485637442108953	0.015176762219169637	0.16833081214099724
SLC34A2	8.24627541636225	8.793303304702826	-0.5470278883405761	0.2880697322128878	0.6519604775768749
HMHB1	0.40393939058976913	0.9504738235224752	-0.5465344329327061	0.07124489450480387	0.35606806221775195
C1orf170	2.7913289094080493	3.3373258191323814	-0.545996909724332	0.0026187447433021482	0.06327603035979036
HOXA7	2.9539325810080044	3.4999141588355847	-0.5459815778275803	0.003953334057374414	0.08117037187474953
HLA-DMA	10.036512181189785	10.580936367340882	-0.5444241861510974	2.4153374333757416E-4	0.01476111588477819
ZNF749	6.6944268945129775	7.23760271402672	-0.5431758195137428	7.708705540010463E-6	0.0014180903565118239
CTAGE9	2.1721926405989027	2.7143276779989436	-0.5421350374000409	0.0030422041729489813	0.07013243341486942
C12orf54	2.637208305718029	3.1787999956108632	-0.5415916898928343	6.159269939646217E-4	0.026174795996037236
APLN	3.248694928026988	3.7898378352135182	-0.5411429071865301	0.02059166612244312	0.19417059161422232
CCDC163P	5.8285897050313755	6.368571536061155	-0.5399818310297793	0.005589297346929922	0.09882745949736674
ALX4	1.1393307165081148	1.6754065852881004	-0.5360758687799856	4.505753660388745E-5	0.004826987391941166
GAS2L2	1.4396713814976114	1.9751838931050525	-0.5355125116074411	0.008847941045505459	0.12942867656284773
MUSTN1	7.503487224493255	8.038723336103546	-0.535236111610291	0.03181476736851585	0.23972302164477066
PSMA8	0.7585134954705081	1.2926011288023134	-0.5340876333318053	6.997668311725658E-4	0.028510410580122523
ACHE	5.101911425140064	5.634691222264933	-0.5327797971248689	0.001923147464741537	0.053067214587686165
ALDH1A3	4.914950928109913	5.445416923083115	-0.530465994973202	0.015369627613747383	0.16892677012768095
KIRREL3	1.8116709969180802	2.341443633508127	-0.5297726365900466	0.002333746427387484	0.05944362228752568
DCSTAMP	2.757573278844822	3.287183827828436	-0.529610548983614	0.3376659238146619	0.6896458230921411
FDCSP	2.401150349178162	2.9306733796479825	-0.5295230304698206	0.2642311179470951	0.6316851037086499
AK4	5.625590269797111	6.154714323326287	-0.5291240535291761	3.5655305700821316E-5	0.004206132838157106
