Name	Mean(log(eso_Black))	Mean(log(eso_White))	logFC	M-W U test pval	Adj pval
TP53TG3C	1.8943203547333254	2.3297594493954787	-0.43543909466215336	0.015253385522482121	0.2532055695343576
KCNK17	2.1471661096245755	2.5822316907009113	-0.43506558107633575	9.484466864354557E-4	0.050212532131867785
C1orf95	6.064653947806815	6.49891239061588	-0.4342584428090648	0.023210823950131965	0.3074294732944024
IL6	6.140602205376044	6.573409368059787	-0.4328071626837433	0.1428249991398668	0.6489579069458103
HBA2	10.401248161629502	10.833953214477367	-0.4327050528478651	0.25813952509093085	0.7738661779351494
CHRDL2	6.16237563907946	6.594754705512727	-0.43237906643326696	0.18292998841295416	0.6960971477176601
TBC1D3	6.887629674522358	7.31659873879278	-0.42896906427042136	1.8370181179927503E-4	0.016244994542627133
FAM27B	1.9353073239019163	2.361465670573554	-0.42615834667163766	0.06529280952424465	0.48934351513554847
CST2	1.7086234080525706	2.1335747878753426	-0.424951379822772	0.12941789109222024	0.6274106506666635
WNT9A	6.8070187578860795	7.231806351453824	-0.42478759356774454	0.015941459516010337	0.2573738470731904
USP6	2.4246279496931216	2.8493277259401433	-0.4246997762470217	0.003748368486667264	0.11302199814434472
SLC19A3	3.1028260118472493	3.525249780673853	-0.42242376882660393	0.030786570618468123	0.3578079285919218
DEFB119	0.6886896814216414	1.1093903960058782	-0.42070071458423675	0.03798109754851353	0.39391329644278383
SFTA2	4.76623245391512	5.18081831186392	-0.41458585794879976	0.32381907970460844	0.8214201694861759
PCDHB8	2.47896405762125	2.8929594114871175	-0.4139953538658676	0.007872844063701478	0.17464096965667641
CTD-2116N17.1	1.308340579322085	1.721159704188902	-0.41281912486681693	0.029829869094938344	0.3513981733227795
VCX3B	1.294508092335414	1.7069337996901286	-0.4124257073547146	0.0092267677409964	0.19248326930014484
OTC	1.6894818494840513	2.10050779581734	-0.4110259463332886	0.019570542620011677	0.2804238569596008
CTB-50L17.14	4.3851520718748755	4.795979530685523	-0.41082745881064753	0.045681592936048565	0.4240332163870114
GUCA1B	3.8836180315990783	4.293897197060122	-0.41027916546104404	3.7086123206153676E-4	0.02617877813296398
MYL4	3.7997602163919852	4.209294727195349	-0.4095345108033639	0.030170317934294588	0.3535790413252079
IFITM2	12.397624714729528	12.806028409037824	-0.40840369430829604	9.038126061936547E-4	0.048955861577034805
SELE	4.326936007527552	4.734344608427072	-0.4074086008995206	0.06796056265997896	0.4978671629780921
C7orf13	5.036869898344028	5.444152779949628	-0.40728288160560044	2.331656836832563E-4	0.019214540412848254
RP11-934B9.3	2.0825952039979487	2.489374201256696	-0.4067789972587472	0.009038377771494077	0.19061325708527715
RAMP1	9.91324910872807	10.318034078918542	-0.4047849701904713	0.005827605614106224	0.14659164840345654
S100A3	5.821466649342105	6.225043442230198	-0.4035767928880931	0.02370235245590213	0.3123496692669245
KLK8	5.446897231829516	5.849438798052212	-0.40254156622269566	0.3103094078893388	0.8131445951770703
FOXL2	0.6565727654920556	1.0590573226793867	-0.4024845571873311	0.0035939826974932254	0.11075061402156788
AC061992.1	1.569709821051906	1.9718327170301098	-0.4021228959782037	0.08906078660096428	0.5587237497680887
PTAFR	5.887494868145849	6.288874098177093	-0.4013792300312442	0.003989238317276822	0.11624321317479276
REG3A	3.2296252969539845	3.628730802897585	-0.3991055059436004	0.2206233880250703	0.734953931354048
P2RX1	7.083893997816553	7.481298425634971	-0.3974044278184179	0.029492728404014845	0.34940443649279845
C8orf46	5.7521081385012645	6.148832934770197	-0.3967247962689324	0.10438456785989492	0.5840404761488192
RHOXF1	3.3952374376467964	3.789144756563942	-0.3939073189171456	0.12949904655479838	0.6274106506666635
FGF20	0.7997868917943405	1.1908343231619294	-0.3910474313675889	0.05746516536822721	0.4659641993259813
CCNI2	6.112521976510033	6.499693255670779	-0.38717127916074645	0.01620999773508669	0.2589618234661393
SLCO4A1	8.683249037713903	9.069539782562977	-0.3862907448490738	0.008920288797997888	0.1899638785343448
EXOC3L2	5.3553613744200295	5.741080351323621	-0.3857189769035916	0.0018394739746397937	0.07452662846695425
NBPF14	7.9698785737558975	8.355478977604616	-0.3856004038487182	1.1609564776193793E-7	4.805304402364577E-5
AL035252.1	6.717873254345653	7.103144735411507	-0.3852714810658542	0.1365427871212812	0.6393262710150429
ZNF600	7.171748028509519	7.5554439180615605	-0.38369588955204126	1.0313077242085633E-5	0.0017719034220081465
IL13RA2	2.625042894518768	3.008012018362771	-0.38296912384400317	0.015635414031196282	0.2558420128806349
AQP7	4.891279828125858	5.272205167845943	-0.38092533972008535	0.05763398617026194	0.4665022916145825
NMUR1	4.370515337497331	4.751398764450703	-0.3808834269533721	0.06491884822923921	0.48835277321392173
AC116407.2	2.579159043269775	2.959647580311757	-0.3804885370419817	0.11566549972912255	0.6056641981215583
XRRA1	6.98412049071283	7.360943172316272	-0.3768226816034419	2.600267213104246E-6	6.150138504552536E-4
SLC35E2	6.965990839383648	7.3410486130896455	-0.3750577737059979	8.409019855992739E-5	0.008801440782605734
PLCZ1	0.9456272793350416	1.3199660267519102	-0.37433874741686857	0.025294403393089526	0.32463824848128714
ESRRB	2.2484718783222895	2.62192835874438	-0.37345648042209056	0.004513599096812704	0.12435955635575334
CYP2E1	7.1010010255099845	7.474215068932972	-0.3732140434229878	0.11641054348322288	0.6065098206265649
ALOX12B	2.8604301091428193	3.2315848181922675	-0.37115470904944825	0.1616532576406502	0.6757009704272484
CYTL1	5.847736346565548	6.218037329205723	-0.37030098264017486	0.0060428449535469	0.15008177605466755
TCERG1L	1.09349176512438	1.4629432992141824	-0.36945153408980236	0.2695277180626334	0.7822531954353275
ITGB3	6.627522420246587	6.996018073571433	-0.368495653324846	0.02932539067226214	0.348612281281487
ITGB3BP	8.251625194839779	8.61973435905344	-0.3681091642136618	7.390429912490504E-8	3.5419607780599226E-5
AC018816.3	3.9127500954891907	4.280130979955389	-0.3673808844661979	0.09862208555115726	0.5758593850778058
NAMPTL	6.186569846507986	6.553897372603282	-0.36732752609529573	0.08579083144839905	0.5501488106824801
FKSG48	1.6270852918272205	1.9944000226164942	-0.3673147307892737	0.12860850729869333	0.627325736874516
SPTA1	0.9207028072214423	1.2874828264160099	-0.3667800191945676	0.06385354150974831	0.4843401490943508
MAB21L2	2.7993109081310976	3.1643276103160862	-0.3650167021849886	0.012014765864549748	0.22396408999506656
TNN	1.7316102153568198	2.096353260513541	-0.3647430451567213	0.006180225959225627	0.1512826279158832
AC145676.2	2.0744268875202563	2.4384434504531254	-0.3640165629328691	0.17159238644976715	0.6853256559688853
HBG2	3.602810379938405	3.9667808901763038	-0.3639705102378987	0.0705174097951029	0.5055355170987447
CCK	3.383366631175511	3.747104098773697	-0.3637374675981859	0.05617069743859893	0.46176556596344676
LGALS12	1.9079209451637151	2.271476966180035	-0.3635560210163198	0.18441188678138942	0.6979113592753091
PTK6	6.6175558413795255	6.98053781122315	-0.3629819698436245	0.019023183047578995	0.27750329031118015
FAM101B	6.921374151171648	7.28425155964952	-0.3628774084778721	0.005471562390472529	0.14054738258855526
TMPRSS4	6.32592026445487	6.688412957531127	-0.3624926930762564	0.14169030101546376	0.6489403852837374
CYP19A1	2.7827170672710055	3.145082283892544	-0.36236521662153853	0.06312100681904453	0.48179370334804655
CDCP2	1.448291562950561	1.81018362298926	-0.361892060038699	0.014270295545430356	0.24772076727436368
ATG9B	6.610473741460936	6.971971338562798	-0.36149759710186213	0.11098562717979954	0.5980089473960086
FZD10	4.839209115676222	5.199429422394328	-0.360220306718106	0.09033550197967921	0.5620697433804924
IL33	9.110757295960898	9.470372769837027	-0.35961547387612924	0.08318818058689381	0.5437818021950385
CLEC18C	1.6388431853970657	1.997571704851338	-0.3587285194542722	0.010824560284643514	0.2101672621577054
GCKR	4.309826697628288	4.667434259112239	-0.35760756148395156	0.1642666652568474	0.6775460312635884
ORM1	4.181123232894342	4.538121796971377	-0.3569985640770348	0.2119175206346282	0.7275955890657948
DEFB1	6.949743915623586	7.303941937067778	-0.35419802144419243	0.28790299357621163	0.7966103492874455
AC087477.1	0.4390950345717318	0.7910675383541714	-0.3519725037824396	0.10281785741726635	0.5830827056054498
NPPC	4.125451723943175	4.477194716535679	-0.35174299259250397	0.1542797733920258	0.6675560068936978
STAB2	4.066085459858832	4.41774182301434	-0.35165636315550763	0.05658558861845464	0.4633708362946474
AC129492.6	2.290632433861561	2.641763956791266	-0.35113152292970495	0.15123828346466595	0.6622629522622016
ITGA5	11.184124372056429	11.53352834155582	-0.34940396949939156	0.05494119540962317	0.4568899775342727
C12orf54	3.8762952268625654	4.2256573064476	-0.3493620795850343	0.2323329675230824	0.7490260231068113
AP001421.1	0.7035074089799369	1.0527382358264554	-0.3492308268465185	0.27556123304520286	0.7884887553712977
IHH	2.123845490498188	2.4729169664738215	-0.3490714759756335	0.3129195476315869	0.8165063751471473
NNMT	10.683499455619266	11.032340257334766	-0.34884080171550025	0.01869800470576577	0.27610769542675423
PCK1	3.650161667370594	3.9987948333443315	-0.3486331659737374	0.33754446173187425	0.8302477966935314
NUDT13	5.629873145304158	5.978255227036813	-0.3483820817326553	2.273630133518001E-4	0.018907466662844673
TNNI3K	4.461057489590435	4.809066580047867	-0.348009090457432	0.12119135472278664	0.6122432599754203
TUBB2B	6.882638162399713	7.230620047942178	-0.347981885542465	0.14423110940805872	0.6503433930526282
CTD-2410N18.5	1.6163086209117246	1.9640639969511802	-0.3477553760394556	0.19736831150624146	0.7103698990418319
EDNRB	6.972748074905925	7.319716213118078	-0.3469681382121532	0.04437574592622906	0.4194860318508645
DNAH14	5.8221163754111664	6.168511127227624	-0.3463947518164572	0.016309930403544337	0.25942048254091654
C11orf91	2.757488377252076	3.103779716542268	-0.34629133929019185	0.12219672786697766	0.6137982803413499
FAM183A	2.6158658727076336	2.9608826870173197	-0.3450168143096861	0.2719021379327522	0.786262581141836
CSAG1	0.7521320627989944	1.0970920092985013	-0.3449599464995069	0.11626123388451248	0.6061693648739598
CCR7	4.360973981669503	4.7058028339189075	-0.34482885224940496	0.020252412184498803	0.28459639714821927
FMO2	8.83212069014569	9.176721800007073	-0.34460110986138304	0.08972667554509284	0.56115590091481
RAD51L3-RFFL	0.6144924371424234	0.9571534203924492	-0.3426609832500258	0.15549061645705609	0.6679942357193219
CRCT1	7.402090479137669	7.743792341441562	-0.34170186230389277	0.6829816883899169	0.9617615795992551
OR51E2	1.7843637102904943	2.1253979752988865	-0.3410342650083922	0.07581490746212716	0.5212310663270139
TDRD9	4.294284384953684	4.6350744171154465	-0.3407900321617623	0.04234543723357298	0.4110848096470315
QRFP	3.8950206519185975	4.235519969490097	-0.34049931757149965	0.43301275843542086	0.8899791892546197
TMEM189-UBE2V1	1.413756556948879	1.7540442276100439	-0.34028767066116483	0.31802744335501476	0.8179295595705482
SPA17	6.723617155118542	7.062911790752361	-0.3392946356338191	5.80187681714639E-5	0.006654584819507943
HBM	0.8174838013623937	1.1562326979066426	-0.3387488965442489	0.18740230900247	0.700671494878461
IL1RN	9.014121474868704	9.352543964370277	-0.33842248950157305	0.25330530631179227	0.7687357827014883
CHI3L1	6.49198462155194	6.830319899880677	-0.3383352783287368	0.2668908369756998	0.7807248929127865
NQO1	10.734624425730438	11.07248217184429	-0.337857746113853	0.027970033698939467	0.3419736976365564
AP3B2	5.678276069755598	6.015222233394071	-0.33694616363847274	0.0410571969712199	0.4052757025690281
HOXD10	2.198285084465787	2.535188162169793	-0.33690307770400585	0.13039436690119743	0.6276969998378851
ABCA4	2.6776206528804325	3.0142199178843616	-0.3365992650039291	0.04353392847481352	0.4150994269022533
RP11-108K14.8	2.241332319091881	2.577875102174841	-0.3365427830829604	0.21415916151029024	0.7288855633387041
CNR1	5.780124098363907	6.1163373925957965	-0.3362132942318894	0.04192305919513528	0.4107061614103301
CCL7	0.32492678132352915	0.6607699848840147	-0.3358432035604856	0.11882004054455231	0.6107678742301401
MT-ND3	18.046749996709927	18.38248226834494	-0.3357322716350133	6.07963185689675E-4	0.03622656092323894
LMOD3	3.4785534487260428	3.8132170735452853	-0.3346636248192425	0.0691801369313495	0.5021557009939167
RP11-385D13.1	2.1934256198898803	2.5270530980907084	-0.33362747820082816	0.051926559090178515	0.4475563152628164
LYPD2	6.131915706722988	6.464579152517072	-0.33266344579408447	0.6173702166870796	0.9465061357273419
SYCE1	3.204509325935814	3.5360861592216444	-0.3315768332858302	0.10652615313121805	0.5884301792010139
RP11-351M8.1	1.6958254522529206	2.0268843717176686	-0.33105891946474797	0.0837609496431645	0.5445363981749852
BCL2L15	4.874208244165874	5.205050799201005	-0.33084255503513127	0.2728839904887155	0.7865108091871119
FCAR	2.1432428170185096	2.4733812789879224	-0.33013846196941277	0.05243218583233089	0.4493623380604283
CIDEA	3.545601003073771	3.8748027986257463	-0.32920179555197526	0.2936208844019512	0.7997723023333398
AC011551.3	0.6733987842949096	1.0021162253642704	-0.32871744106936074	0.08244832887522846	0.5418798143181742
EYA4	3.191029867828643	3.5194185988552937	-0.32838873102665067	0.08720558937797762	0.5549224995638464
GABRB3	4.785143313984202	5.112302749336939	-0.32715943535273695	0.09292896023518715	0.565460148280397
ST14	7.511474514431635	7.8382343110442925	-0.32675979661265764	0.09199594816443268	0.5637434632912847
AMTN	1.1554742731852676	1.4821915165396664	-0.3267172433543988	0.39432963699308976	0.8688734680982505
ASPRV1	4.765501541396838	5.091667875363404	-0.32616633396656614	0.007024469726607641	0.16296769765729727
THBS1	10.605375297664645	10.931400756774014	-0.32602545910936875	0.18335248442840946	0.6965405603692518
RNF148	1.698118395038915	2.0236099773149525	-0.3254915822760376	0.04543863804685355	0.4228556341897276
ADIPOQ	2.326104608909265	2.6504248937577493	-0.3243202848484841	0.4236528695712547	0.885421856854681
NAIP	7.029501658364024	7.353742350272274	-0.32424069190824945	1.3516663231638582E-4	0.013234702729817303
ARHGAP19-SLIT1	2.452513844457875	2.776390488959354	-0.3238766445014791	0.1691901557221448	0.6827589443854866
AL358333.1	5.47136853851125	5.795051729756451	-0.32368319124520095	0.25692501514765365	0.7722591807012821
CCL21	10.622374061666243	10.945690976298849	-0.32331691463260626	0.13080291512823639	0.62837844640344
MT1X	13.221624654033741	13.544131214676737	-0.32250656064299577	0.16300441212535544	0.6762269598239119
SPC25	3.902253346861783	4.224406449031742	-0.32215310216995885	0.150690227067937	0.6614534623671411
FHL5	6.318373457413711	6.638388937997801	-0.32001548058409046	0.03314831685646935	0.37125521444541437
PSG4	1.694971474314237	2.013685644452195	-0.3187141701379579	0.18772482273887292	0.7008404675654349
EFNB3	3.561295679606038	3.879303143788071	-0.31800746418203296	0.09324164678585412	0.5662276996545432
BIRC7	1.6828609294296988	1.998330543069415	-0.31546961363971615	0.06614072022055328	0.4914544254005371
GPRC5D	3.6570424380894884	3.971766003825344	-0.3147235657358558	0.32523818145329475	0.8230713796470349
HOXA7	4.741314223754306	5.055150823717469	-0.31383659996316293	0.11965727616388844	0.611971579193379
MCM8	6.195379706852381	6.507637321229546	-0.3122576143771649	2.9709923584642084E-6	6.76346410404377E-4
ADAMTS14	3.478326273385382	3.7904520427034574	-0.31212576931807545	0.03174396284288317	0.36268572854114695
HS3ST6	3.323598697697706	3.635205478445906	-0.31160678074820014	0.4364113889097506	0.8899791892546197
LGALS7	5.507791983511433	5.818977815057091	-0.31118583154565815	0.5889512347299122	0.9413233369952384
ORM2	2.7641229853783873	3.074815724012304	-0.31069273863391667	0.19119049226976992	0.7031424162393073
ANGPT2	5.05145972320045	5.361963345450691	-0.3105036222502413	0.01649695656179173	0.26125441122030524
MICA	8.6991244645585	9.008492425191022	-0.3093679606325228	0.004252679550857619	0.12101531246909211
CRP	2.4954152246052645	2.804434034510082	-0.30901880990481745	0.19826265084095207	0.7113395187382623
C19orf81	1.8096988781739949	2.117519378683113	-0.30782050050911813	0.14779279600106754	0.6550504747557659
C22orf34	4.0020723255743835	4.309246166808723	-0.30717384123433966	0.0051148881146186875	0.13461321147895308
PADI1	5.203460367887069	5.510632008345079	-0.3071716404580096	0.7007429984228347	0.9645099182083412
LRRK1	7.1666289603844175	7.473352717485039	-0.30672375710062116	1.8145223443566394E-5	0.002776981591212027
DNAH5	2.1762640549567713	2.48256916092293	-0.30630510596615856	0.051425017865893485	0.4466153673694097
GPR3	3.388276547517333	3.694426245860603	-0.3061496983432699	0.09230611239180575	0.5637434632912847
PAX8	5.709418788042483	6.015061357345885	-0.3056425693034015	0.08205216210777122	0.5408374869007345
LRRC37A3	6.527872753801839	6.832481393118746	-0.30460863931690696	3.937120886989831E-4	0.027472354633662373
